receiving_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,receiving_yards,receiving_yards_per_game,comp,att,pct,receiving_touchdowns,int,rate,games_played,year,category
310,Dane,Warp,Dane Warp,/mt/havre/havre-blue-ponies/athletes/dane-warp/football/stats/?careerid=odbp5jf2isrue,odbp5jf2isrue,QB,Havre,MT,2629,2629,262.9,208,304,0.684,27,5,118,10,2014,receiving
311,Joe,Dickinson,Joe Dickinson,/va/alexandria/bishop-ireton-cardinals/athletes/joe-dickinson/football/stats/?careerid=9qrn504l5shi2,9qrn504l5shi2,"QB, ATH",Bishop Ireton,VA,2629,2629,219.1,197,329,0.599,27,9,101,12,2014,receiving
312,Bobby,Maimaron,Bobby Maimaron,/ma/duxbury/duxbury-dragons/athletes/bobby-maimaron/football/stats/?careerid=nhfqkmn78moo8,nhfqkmn78moo8,QB,Duxbury,MA,2628,2628,238.9,149,272,0.548,34,8,115,11,2014,receiving
313,Jake,Hendershot,Jake Hendershot,/in/lizton/tri-west-hendricks-bruins/athletes/jake-hendershot/football/stats/?careerid=v240vebtj1t66,v240vebtj1t66,"QB, MLB",Tri-West Hendricks,IN,2627,2627,175.1,176,277,0.635,27,5,120,15,2014,receiving
314,Mason,Myers,Mason Myers,/ok/chandler/chandler-lions/athletes/mason-myers/football/stats/?careerid=60h3gnmi5ad44,60h3gnmi5ad44,"QB, CB",Chandler,OK,2627,2627,238.8,167,271,0.616,17,6,106,11,2014,receiving
315,Cole,Sakowski,Cole Sakowski,/nc/wendell/corinth-holders-pirates/athletes/cole-sakowski/football/stats/?careerid=r58e7eo25okk4,r58e7eo25okk4,"QB, WR",Corinth Holders,NC,2627,2627,202.1,157,279,0.563,27,4,114,13,2014,receiving
316,Mike,Collins,Mike Collins,/ct/new-canaan/new-canaan-rams/athletes/mike-collins/football/stats/?careerid=806vcr79009ue,806vcr79009ue,QB,New Canaan,CT,2627,2627,218.9,154,283,0.544,32,8,112,12,2014,receiving
317,Grant,Hanks,Grant Hanks,/tx/bullard/brook-hill-guard/athletes/grant-hanks/football/stats/?careerid=7fhgfppm9v9o8,7fhgfppm9v9o8,"QB, WR",Brook Hill,TX,2622,2622,238.4,164,261,0.628,39,10,120,11,2014,receiving
318,Caleb,Lewis,Caleb Lewis,/fl/lakeland/victory-christian-academy-storm/athletes/caleb-lewis/football/stats/?careerid=jl1q4bdans8m6,jl1q4bdans8m6,"QB, K",Victory Christian Academy,FL,2622,2622,201.7,160,277,0.578,32,8,116,13,2014,receiving
319,Zane,Jacoby,Zane Jacoby,/mo/huntsville/westran-hornets/athletes/zane-jacoby/football/stats/?careerid=h7s2tvq25si99,h7s2tvq25si99,"QB, DB",Westran,MO,2621,2621,174.7,153,247,0.619,30,9,122,15,2014,receiving
320,Justin,Davis,Justin Davis,/ca/paso-robles/paso-robles-bearcats/athletes/justin-davis/football/stats/?careerid=btg0blqovapn7,btg0blqovapn7,QB,Paso Robles,CA,2619,2619,174.6,169,266,0.635,32,11,118,15,2014,receiving
321,Adam,Romano,Adam Romano,/ri/providence/moses-brown-quakers/athletes/adam-romano/football/stats/?careerid=ghkvmebgpqtsc,ghkvmebgpqtsc,QB,Moses Brown,RI,2615,2615,201.2,168,279,0.602,17,10,97,13,2014,receiving
322,Robbie,Blosser,Robbie Blosser,/ca/los-angeles/venice-gondoliers/athletes/robbie-blosser/football/stats/?careerid=dq6aum80cltn7,dq6aum80cltn7,QB,Venice,CA,2615,2615,237.7,157,242,0.649,24,12,114,11,2014,receiving
323,Justin,Maese,Justin Maese,/tx/el-paso/ysleta-indians/athletes/justin-maese/football/stats/?careerid=ica0p0u27qbee,ica0p0u27qbee,QB,Ysleta,TX,2613,2613,237.5,162,314,0.516,22,12,87,11,2014,receiving
324,Mike,Grassey,Mike Grassey,/ma/winchester/winchester-red-and-black/athletes/mike-grassey/football/stats/?careerid=njtcs146rvcm6,njtcs146rvcm6,QB,Winchester,MA,2605,2605,236.8,179,303,0.591,28,11,103,11,2014,receiving
325,Devon,Modster,Devon Modster,/ca/rancho-santa-margarita/tesoro-titans/athletes/devon-modster/football/stats/?careerid=kf33ukthc8288,kf33ukthc8288,QB,Tesoro,CA,2602,2602,216.8,199,341,0.584,24,9,95,12,2014,receiving
326,Colten,Lane,Colten Lane,/tx/glen-rose/glen-rose-tigers/athletes/colten-lane/football/stats/?careerid=6649mbga1mcp9,6649mbga1mcp9,"QB, CB",Glen Rose,TX,2602,2602,236.5,188,332,0.566,26,10,95,11,2014,receiving
327,Britain,Covey,Britain Covey,/ut/provo/timpview-thunderbirds/athletes/britain-covey/football/stats/?careerid=mnd8qj3krusi2,mnd8qj3krusi2,"QB, SB",Timpview,UT,2600,2600,200.0,164,228,0.719,30,13,125,13,2014,receiving
328,Jarome,Johnson,Jarome Johnson,/dc/washington/eastern-ramblers/athletes/jarome-johnson/football/stats/?careerid=8k1p9gtkttkj3,8k1p9gtkttkj3,QB,Eastern,DC,2598,2598,199.8,141,260,0.542,27,18,95,13,2014,receiving
329,Damien,Ferguson,Damien Ferguson,/nc/asheville/erwin-warriors/athletes/damien-ferguson/football/stats/?careerid=1fomdk3mklun7,1fomdk3mklun7,"QB, DB",Erwin,NC,2597,2597,236.1,167,270,0.619,24,8,111,11,2014,receiving
330,Blake,Darland,Blake Darland,/oh/west-chester/lakota-west-firebirds/athletes/blake-darland/football/stats/?careerid=f5h3g9l3i4occ,f5h3g9l3i4occ,QB,Lakota West,OH,2596,2596,199.7,194,347,0.559,17,8,87,13,2014,receiving
331,Nick,Smith,Nick Smith,/az/scottsdale/scottsdale-preparatory-academy-spartans/athletes/nick-smith/football/stats/?careerid=ckonbi2rlvi11,ckonbi2rlvi11,"QB, WR",Scottsdale Preparatory Academy,AZ,2595,2595,259.5,152,285,0.533,23,16,88,10,2014,receiving
332,Hayden,Livingston,Hayden Livingston,/id/rigby/rigby-trojans/athletes/hayden-livingston/football/stats/?careerid=50rgqcq1gg700,50rgqcq1gg700,"QB, FS",Rigby,ID,2594,2594,216.2,182,291,0.625,22,9,104,12,2014,receiving
333,Hunter,Parsh,Hunter Parsh,/oh/elyria/elyria-pioneers/athletes/hunter-parsh/football/stats/?careerid=aflacmdtk8pl5,aflacmdtk8pl5,QB,Elyria,OH,2593,2593,235.7,203,380,0.534,22,8,86,11,2014,receiving
334,Mitchell,Guadagni,Mitchell Guadagni,/oh/hudson/hudson-explorers/athletes/mitchell-guadagni/football/stats/?careerid=49gn4m1kk7bi2,49gn4m1kk7bi2,QB,Hudson,OH,2591,2591,185.1,169,284,0.595,37,14,109,14,2014,receiving
335,Quentin,Coomer,Quentin Coomer,/or/bandon/bandon-tigers/athletes/quentin-coomer/football/stats/?careerid=hptvcua7ja2rb,hptvcua7ja2rb,"QB, DB",Bandon,OR,2588,2588,323.5,199,309,0.644,28,12,105,8,2014,receiving
336,Justin,Cogar,Justin Cogar,/wv/clear-fork/westside-renegades/athletes/justin-cogar/football/stats/?careerid=9vud1vr0s64i2,9vud1vr0s64i2,"QB, FS",Westside,WV,2586,2586,198.9,185,347,0.533,23,5,94,13,2014,receiving
337,Tua,Tagovailoa,Tua Tagovailoa,/hi/honolulu/st-louis-crusaders/athletes/tua-tagovailoa/football/stats/?careerid=j2pcskfgb4an7,j2pcskfgb4an7,,St. Louis,HI,2583,2583,258.3,163,239,0.682,33,3,138,10,2014,receiving
338,Tyler,Handson,Tyler Handson,/tx/sinton/sinton-pirates/athletes/tyler-handson/football/stats/?careerid=eosq2ugiv5so8,eosq2ugiv5so8,QB,Sinton,TX,2580,2580,184.3,147,287,0.512,27,8,102,14,2014,receiving
339,Z'khari,Blocker,Z'khari Blocker,/fl/pensacola/pensacola-catholic-crusaders/athletes/zkhari-blocker/football/stats/?careerid=ev7tcsqhihpi2,ev7tcsqhihpi2,"QB, FS",Pensacola Catholic,FL,2577,2577,257.7,189,340,0.556,22,15,83,10,2014,receiving
340,Davis,Pinkston,Davis Pinkston,/ca/simi-valley/simi-valley-pioneers/athletes/davis-pinkston/football/stats/?careerid=a2ot10i89uhm6,a2ot10i89uhm6,"QB, DB",Simi Valley,CA,2575,2575,234.1,201,306,0.657,23,12,101,11,2014,receiving
341,Brandon,Bisack,Brandon Bisack,/ct/fairfield/warde-mustangs/athletes/brandon-bisack/football/stats/?careerid=p6rcp7sgdu3bb,p6rcp7sgdu3bb,QB,Warde,CT,2574,2574,234.0,222,380,0.584,22,15,82,11,2014,receiving
342,Jalen,Brown (ath),Jalen Brown (ath),/ct/stamford/stamford-black-knights/athletes/jalen-brown-ath-/football/stats/?careerid=0u7f8cab81o77,0u7f8cab81o77,"QB, CB",Stamford,CT,2574,2574,234.0,166,287,0.578,32,7,115,11,2014,receiving
343,Jesse,Drummer,Jesse Drummer,/tx/justin/northwest-texans/athletes/jesse-drummer/football/stats/?careerid=cam2ppi61vitd,cam2ppi61vitd,QB,Northwest,TX,2573,2573,257.3,227,349,0.65,28,8,104,10,2014,receiving
344,Dylan,Wieger,Dylan Wieger,/tn/kingsport/sullivan-south-rebels/athletes/dylan-wieger/football/stats/?careerid=pspv3nguj96ue,pspv3nguj96ue,"QB, SS",Sullivan South,TN,2573,2573,197.9,162,239,0.678,35,6,133,13,2014,receiving
345,Chance,Clowers,Chance Clowers,/la/monroe/ouachita-christian-eagles/athletes/chance-clowers/football/stats/?careerid=u1ov37a41a7dd,u1ov37a41a7dd,,Ouachita Christian,LA,2572,2572,183.7,168,288,0.583,33,9,113,14,2014,receiving
346,Josh,Larue,Josh Larue,/in/martinsville/martinsville-artesians/athletes/josh-larue/football/stats/?careerid=02kke4sfk59l5,02kke4sfk59l5,QB,Martinsville,IN,2569,2569,233.5,181,282,0.642,23,14,100,11,2014,receiving
347,Jamarius,Smith,Jamarius Smith,/ms/meridian/meridian-wildcats/athletes/jamarius-smith/football/stats/?careerid=7t0mlm5vdaj99,7t0mlm5vdaj99,QB,Meridian,MS,2565,2565,213.8,187,298,0.628,26,0,119,12,2014,receiving
348,Christian,Snipes,Christian Snipes,/ar/fort-smith/union-christian-academy-eagles/athletes/christian-snipes/football/stats/?careerid=r79npb58oehqa,r79npb58oehqa,"QB, LB",Union Christian Academy,AR,2564,2564,256.4,166,287,0.578,21,5,105,10,2014,receiving
349,Eddie,Trimpert,Eddie Trimpert,/nj/hillsborough/hillsborough-raiders/athletes/eddie-trimpert/football/stats/?careerid=n2e9mlin8aok4,n2e9mlin8aok4,QB,Hillsborough,NJ,2561,2561,232.8,155,274,0.566,24,11,101,11,2014,receiving
350,Jason,Bailey,Jason Bailey,/ny/new-windsor/cornwall-central-dragons/athletes/jason-bailey/football/stats/?careerid=b1kijjbub9uee,b1kijjbub9uee,QB,Cornwall Central,NY,2560,2560,213.3,174,264,0.659,33,8,124,12,2014,receiving
351,Upton,Hitt,Upton Hitt,/ms/yazoo-city/manchester-academy-mavericks/athletes/upton-hitt/football/stats/?careerid=lmm2ijlnu0sdd,lmm2ijlnu0sdd,QB,Manchester Academy,MS,2558,2558,232.5,151,276,0.547,24,12,97,11,2014,receiving
352,Jack,Harris,Jack Harris,/ca/mill-valley/tamalpais-red-tailed-hawks/athletes/jack-harris/football/stats/?careerid=rh334lfln0a22,rh334lfln0a22,QB,Tamalpais,CA,2558,2558,232.5,147,271,0.542,30,12,105,11,2014,receiving
353,Enrique,Pacheco,Enrique Pacheco,/ca/whittier/la-serna-lancers/athletes/enrique-pacheco/football/stats/?careerid=n98ok92eo2366,n98ok92eo2366,QB,La Serna,CA,2554,2554,196.5,179,291,0.615,25,7,109,13,2014,receiving
354,Peyton,Gauthier,Peyton Gauthier,/la/alexandria/university-academy-lions/athletes/peyton-gauthier/football/stats/?careerid=u3a7ivtpg2hg0,u3a7ivtpg2hg0,QB,University Academy,LA,2554,2554,182.4,165,297,0.556,37,10,110,14,2014,receiving
355,Cam,Harris,Cam Harris,/nc/greensboro/northern-guilford-nighthawks/athletes/cam-harris/football/stats/?careerid=nq03dpqacvuj3,nq03dpqacvuj3,"QB, WR",Northern Guilford,NC,2551,2551,170.1,117,197,0.594,30,5,133,15,2014,receiving
356,Tanner,Morgan,Tanner Morgan,/ky/hazard/hazard-bulldogs-lady-bulldogs/athletes/tanner-morgan/football/stats/?careerid=v0hapt8fk5ivf,v0hapt8fk5ivf,QB,Hazard,KY,2550,2550,196.2,149,220,0.677,31,5,137,13,2014,receiving
357,Eric,Forrest,Eric Forrest,/ga/lawrenceville/central-gwinnett-black-knights/athletes/eric-forrest/football/stats/?careerid=ju0darh8igg99,ju0darh8igg99,QB,Central Gwinnett,GA,2549,2549,254.9,182,325,0.56,14,10,83,10,2014,receiving
358,Booker T.,Chambers,Booker T. Chambers,/ms/greenwood/greenwood-bulldogs/athletes/booker-t-chambers/football/stats/?careerid=kfk1t6fdbh4g0,kfk1t6fdbh4g0,ATH,Greenwood,MS,2549,2549,182.1,163,275,0.593,28,6,115,14,2014,receiving
359,Chris,Mundy,Chris Mundy,/in/indianapolis/indianapolis-howe-hornets/athletes/chris-mundy/football/stats/?careerid=dp4dtn8mjg3n7,dp4dtn8mjg3n7,QB,Indianapolis Howe,IN,2549,2549,231.7,126,207,0.609,25,9,126,11,2014,receiving
360,John,Apicella,John Apicella,/nj/springfield/dayton-bulldogs/athletes/john-apicella/football/stats/?careerid=v1qg05gs6a2m6,v1qg05gs6a2m6,QB,Dayton,NJ,2548,2548,254.8,179,309,0.579,23,13,92,10,2014,receiving
361,Jacob,Dunn,Jacob Dunn,/wa/waitsburg/waitsburg-prescott-tigers/athletes/jacob-dunn/football/stats/?careerid=5969aj9hpihdd,5969aj9hpihdd,"QB, SS",Waitsburg/Prescott,WA,2547,2547,212.2,169,302,0.56,23,17,86,12,2014,receiving
362,Nick,Hooper,Nick Hooper,/tx/cypress/cypress-woods-wildcats/athletes/nick-hooper/football/stats/?careerid=eebbh9jc9sjh1,eebbh9jc9sjh1,QB,Cypress Woods,TX,2545,2545,212.1,152,251,0.606,21,9,108,12,2014,receiving
363,Kooper,Ray,Kooper Ray,/az/phoenix/goldwater-bulldogs/athletes/kooper-ray/football/stats/?careerid=emt9nml0jr5sc,emt9nml0jr5sc,"S, QB",Goldwater,AZ,2544,2544,254.4,163,317,0.514,32,6,104,10,2014,receiving
364,Ashton,Posey,Ashton Posey,/tn/lewisburg/marshall-county-tigers/athletes/ashton-posey/football/stats/?careerid=rf5pt35dko5ff,rf5pt35dko5ff,QB,Marshall County,TN,2544,2544,231.3,159,230,0.691,22,7,125,11,2014,receiving
365,Willie,Bourbon,Willie Bourbon,/il/lincolnshire/stevenson-patriots/athletes/willie-bourbon/football/stats/?careerid=14hu8fh8jp8h1,14hu8fh8jp8h1,QB,Stevenson,IL,2543,2543,181.6,198,316,0.627,16,12,89,14,2014,receiving
366,Taisun,Phommachanh,Taisun Phommachanh,/ct/bridgeport/harding-presidents/athletes/taisun-phommachanh/football/stats/?careerid=skmcraq6i6c55,skmcraq6i6c55,QB,Harding,CT,2540,2540,230.9,187,312,0.599,20,12,91,11,2014,receiving
367,Austin,D'Ambra,Austin D'Ambra,/ca/atherton/menlo-school-knights/athletes/austin-dambra/football/stats/?careerid=2htgcnjvotnsc,2htgcnjvotnsc,"QB, LS",Menlo School,CA,2539,2539,253.9,176,330,0.533,24,17,81,10,2014,receiving
368,Austin,D'Ambra,Austin D'Ambra,/ca/atherton/menlo-school-knights/athletes/austin-dambra/football/stats/?careerid=2htgcnjvotnsc,2htgcnjvotnsc,"QB, LS",Menlo School,CA,2539,2539,253.9,175,329,0.532,24,17,81,10,2014,receiving
369,Gilbert,Vilallabos,Gilbert Vilallabos,/az/el-mirage/dysart-demons/athletes/gilbert-vilallabos/football/stats/?careerid=v6ek4rpcbi4k4,v6ek4rpcbi4k4,"QB, SS",Dysart,AZ,2539,2539,253.9,166,329,0.505,26,10,90,10,2014,receiving
370,Trevor,Holder,Trevor Holder,/tn/pulaski/giles-county-bobcats/athletes/trevor-holder/football/stats/?careerid=frtci8p372uee,frtci8p372uee,"QB, OLB",Giles County,TN,2539,2539,211.6,150,285,0.526,19,6,97,12,2014,receiving
371,Mason,Gee-montgomery,Mason Gee-montgomery,/mi/stockbridge/stockbridge-panthers/athletes/mason-gee-montgomery/football/stats/?careerid=oohcoejpcd6i2,oohcoejpcd6i2,"QB, S",Stockbridge,MI,2538,2538,253.8,164,252,0.651,33,8,125,10,2014,receiving
372,Tate,Martell,Tate Martell,/nv/las-vegas/bishop-gorman-gaels/athletes/tate-martell/football/stats/?careerid=bp00buspps977,bp00buspps977,QB,Bishop Gorman,NV,2537,2537,169.1,124,200,0.62,40,2,141,15,2014,receiving
373,Nick,Bonniksen,Nick Bonniksen,/ca/placerville/el-dorado-cougars/athletes/nick-bonniksen/football/stats/?careerid=7bikav3qib655,7bikav3qib655,QB,El Dorado,CA,2536,2536,230.5,182,295,0.617,26,6,110,11,2014,receiving
374,Preston,Kelly,Preston Kelly,/in/indianapolis/indiana-school-for-the-deaf-deaf-hoosiers/athletes/preston-kelly/football/stats/?careerid=027rnnlo801qa,027rnnlo801qa,"QB, FS",Indiana School for the Deaf,IN,2531,2531,253.1,176,265,0.664,32,12,118,10,2014,receiving
375,Mark,Piccirillo,Mark Piccirillo,/ct/shelton/shelton-gaels/athletes/mark-piccirillo/football/stats/?careerid=dg5ii74mgmo22,dg5ii74mgmo22,QB,Shelton,CT,2530,2530,194.6,128,205,0.624,30,5,135,13,2014,receiving
376,Chris,Williams,Chris Williams,/az/chandler/valley-christian-trojans/athletes/chris-williams/football/stats/?careerid=5rpt12p6k4l88,5rpt12p6k4l88,"QB, P",Valley Christian,AZ,2527,2527,229.7,164,292,0.562,35,5,117,11,2014,receiving
377,Tim,Graham,Tim Graham,/ct/darien/darien-blue-wave/athletes/tim-graham/football/stats/?careerid=sbkjeodlql0vf,sbkjeodlql0vf,QB,Darien,CT,2525,2525,194.2,206,331,0.622,24,14,92,13,2014,receiving
378,Baylor,Romney,Baylor Romney,/tx/el-paso/franklin-cougars/athletes/baylor-romney/football/stats/?careerid=87pakreg2g3h1,87pakreg2g3h1,QB,Franklin,TX,2525,2525,229.5,148,214,0.692,28,3,143,11,2014,receiving
379,Riley,Larkin,Riley Larkin,/oh/kent/roosevelt-rough-riders/athletes/riley-larkin/football/stats/?careerid=ot8ullef3j5ee,ot8ullef3j5ee,QB,Roosevelt,OH,2524,2524,252.4,178,292,0.61,23,12,98,10,2014,receiving
380,Bailey,Hockman,Bailey Hockman,/ga/powder-springs/mceachern-indians/athletes/bailey-hockman/football/stats/?careerid=jpisgmimg0r44,jpisgmimg0r44,QB,McEachern,GA,2520,2520,229.1,141,277,0.509,30,5,111,11,2014,receiving
381,Jordan,Cox,Jordan Cox,/tx/fort-worth/boswell-pioneers/athletes/jordan-cox/football/stats/?careerid=3t2frbrt8tk00,3t2frbrt8tk00,QB,Boswell,TX,2516,2516,251.6,184,305,0.603,21,9,97,10,2014,receiving
382,Mark,Torrez,Mark Torrez,/tx/el-paso/eastwood-troopers/athletes/mark-torrez/football/stats/?careerid=3hpaao7eokucc,3hpaao7eokucc,"QB, DB",Eastwood,TX,2515,2515,314.4,120,185,0.649,27,4,139,8,2014,receiving
383,Ed,Escobar,Ed Escobar,/ca/edwards-afb/desert-scorpions/athletes/ed-escobar/football/stats/?careerid=t9h849f3eeptd,t9h849f3eeptd,,Desert,CA,2514,2514,251.4,144,227,0.634,26,10,121,10,2014,receiving
384,Johnathan,Ortner,Johnathan Ortner,/fl/santa-rosa-beach/south-walton-seahawks/athletes/johnathan-ortner/football/stats/?careerid=uetdndtp16833,uetdndtp16833,"QB, S",South Walton,FL,2512,2512,228.4,169,294,0.575,34,12,107,11,2014,receiving
385,Adam,Bouchard,Adam Bouchard,/ky/owensboro/daviess-county-panthers/athletes/adam-bouchard/football/stats/?careerid=b12h1h56dmug0,b12h1h56dmug0,"QB, DB",Daviess County,KY,2511,2511,228.3,155,283,0.548,24,12,95,11,2014,receiving
386,Matt,Lowry,Matt Lowry,/oh/rocky-river/rocky-river-pirates/athletes/matt-lowry/football/stats/?careerid=kl923gqqfh6m6,kl923gqqfh6m6,"QB, FS",Rocky River,OH,2511,2511,228.3,139,245,0.567,37,5,123,11,2014,receiving
387,Ryan,Bottoms,Ryan Bottoms,/al/elmore/edgewood-academy-wildcats/athletes/ryan-bottoms/football/stats/?careerid=j1tefondufmqa,j1tefondufmqa,QB,Edgewood Academy,AL,2508,2508,192.9,127,168,0.756,36,4,147,13,2014,receiving
388,Hondo,Harris,Hondo Harris,/tx/orange-grove/orange-grove-bulldogs/athletes/hondo-harris/football/stats/?careerid=h8cnrgmnhn3m6,h8cnrgmnhn3m6,QB,Orange Grove,TX,2505,2505,250.5,150,223,0.673,25,8,127,10,2014,receiving
389,Jake,Constantine,Jake Constantine,/ca/camarillo/camarillo-scorpions/athletes/jake-constantine/football/stats/?careerid=lituvrflkhdj3,lituvrflkhdj3,QB,Camarillo,CA,2501,2501,227.4,230,356,0.646,26,8,100,11,2014,receiving
390,Nathan,Elliott,Nathan Elliott,/tx/celina/celina-bobcats/athletes/nathan-elliott/football/stats/?careerid=7qgdd9555rjvf,7qgdd9555rjvf,"QB, FS",Celina,TX,2499,2499,227.2,161,224,0.719,40,5,139,11,2014,receiving
391,Lars,Nootbaar,Lars Nootbaar,/ca/el-segundo/el-segundo-eagles/athletes/lars-nootbaar/football/stats/?careerid=di7r75kbbaa77,di7r75kbbaa77,QB,El Segundo,CA,2498,2498,208.2,141,225,0.627,31,3,135,12,2014,receiving
392,Christian,Miller,Christian Miller,/ut/pleasant-grove/pleasant-grove-vikings/athletes/christian-miller/football/stats/?careerid=adoil19c2db99,adoil19c2db99,QB,Pleasant Grove,UT,2496,2496,249.6,178,328,0.543,22,10,89,10,2014,receiving
393,Jontre,Kirklin,Jontre Kirklin,/la/lutcher/lutcher-bulldogs/athletes/jontre-kirklin/football/stats/?careerid=v74h3suo46vff,v74h3suo46vff,QB,Lutcher,LA,2495,2495,191.9,172,323,0.533,29,15,89,13,2014,receiving
394,Dallas,Earnhardt,Dallas Earnhardt,/ga/rabun-gap/rabun-gap-nacoochee-eagles/athletes/dallas-earnhardt/football/stats/?careerid=7vlp5hbvmfi66,7vlp5hbvmfi66,"QB, CB",Rabun Gap-Nacoochee,GA,2494,2494,178.1,168,276,0.609,36,13,110,14,2014,receiving
395,John,Davidson,John Davidson,/il/barrington/barrington-fillies-broncos/athletes/john-davidson/football/stats/?careerid=kaoa5b74juv00,kaoa5b74juv00,QB,Barrington,IL,2492,2492,207.7,152,203,0.749,23,5,143,12,2014,receiving
396,Josh,Williams,Josh Williams,/ms/aberdeen/aberdeen-bulldogs/athletes/josh-williams/football/stats/?careerid=vmn8cijr6clm6,vmn8cijr6clm6,QB,Aberdeen,MS,2492,2492,178.0,148,237,0.624,21,8,113,14,2014,receiving
397,Logan,Ormsby,Logan Ormsby,/in/fort-wayne/homestead-spartans/athletes/logan-ormsby/football/stats/?careerid=kvbkted8ihcp9,kvbkted8ihcp9,QB,Homestead,IN,2491,2491,276.8,144,256,0.562,23,8,106,9,2014,receiving
398,Brian,Baca,Brian Baca,/tx/cleburne/cleburne-yellowjackets/athletes/brian-baca/football/stats/?careerid=hom8hc4rd3rp9,hom8hc4rd3rp9,QB,Cleburne,TX,2490,2490,249.0,206,345,0.597,22,18,81,10,2014,receiving
399,Cortez,Pembleton,Cortez Pembleton,/fl/orlando/edgewater-eagles/athletes/cortez-pembleton/football/stats/?careerid=lsoj48s55d022,lsoj48s55d022,"QB, WR",Edgewater,FL,2489,2489,207.4,167,253,0.66,33,8,124,12,2014,receiving
400,Chase,Parker,Chase Parker,/nc/weaverville/north-buncombe-black-hawks/athletes/chase-parker/football/stats/?careerid=qlpo4n2c4p5i2,qlpo4n2c4p5i2,QB,North Buncombe,NC,2487,2487,207.2,201,385,0.522,17,13,73,12,2014,receiving
401,Mitch,Carlson,Mitch Carlson,/ne/central-city/central-city-bison/athletes/mitch-carlson/football/stats/?careerid=p26qubgtdh4g0,p26qubgtdh4g0,"QB, DB",Central City,NE,2485,2485,248.5,175,321,0.545,28,10,96,10,2014,receiving
402,Jake,Haener,Jake Haener,/ca/danville/monte-vista-mustangs/athletes/jake-haener/football/stats/?careerid=bce6nfsmsh011,bce6nfsmsh011,QB,Monte Vista,CA,2483,2483,225.7,219,377,0.581,18,10,83,11,2014,receiving
403,James,Sosinski,James Sosinski,/az/chandler/hamilton-huskies/athletes/james-sosinski/football/stats/?careerid=ggdt1uqispln7,ggdt1uqispln7,QB,Hamilton,AZ,2483,2483,177.4,175,274,0.639,24,9,109,14,2014,receiving
404,Nolan,Brammer,Nolan Brammer,/ca/hesperia/oak-hills-bulldogs/athletes/nolan-brammer/football/stats/?careerid=upa1bd1o0mb77,upa1bd1o0mb77,QB,Oak Hills,CA,2481,2481,190.8,132,233,0.567,22,8,111,13,2014,receiving
405,Adam,Wojenski,Adam Wojenski,/ct/stratford/bunnell-bulldogs/athletes/adam-wojenski/football/stats/?careerid=btq5pne0dj9cc,btq5pne0dj9cc,QB,Bunnell,CT,2478,2478,225.3,148,270,0.548,27,12,101,11,2014,receiving
406,Cameron,Myers,Cameron Myers,/ms/hattiesburg/oak-grove-warriors/athletes/cameron-myers/football/stats/?careerid=jqpcj2s865044,jqpcj2s865044,"QB, CB",Oak Grove,MS,2478,2478,206.5,137,278,0.493,29,10,100,12,2014,receiving
407,Patrick,Kehoe,Patrick Kehoe,/ct/cheshire/cheshire-academy-cats/athletes/patrick-kehoe/football/stats/?careerid=h8drjr5pcs6k4,h8drjr5pcs6k4,QB,Cheshire Academy,CT,2477,2477,275.2,156,248,0.629,34,9,121,9,2014,receiving
408,Jacob,Smith,Jacob Smith,/il/carrollton/carrollton-hawks/athletes/jacob-smith/football/stats/?careerid=78c81bgbsh3ee,78c81bgbsh3ee,"QB, DB",Carrollton,IL,2476,2476,176.9,139,188,0.739,26,4,146,14,2014,receiving
409,Marco,Campos,Marco Campos,/tx/kennedale/fellowship-academy-mustangs/athletes/marco-campos/football/stats/?careerid=2m6154nidbuaa,2m6154nidbuaa,"QB, CB",Fellowship Academy,TX,2475,2475,247.5,177,289,0.612,22,14,94,10,2014,receiving
410,Aj,Consiglio,Aj Consiglio,/ct/new-haven/wilbur-cross-governors/athletes/aj-consiglio/football/stats/?careerid=ppvb0r6nu1m88,ppvb0r6nu1m88,QB,Wilbur Cross,CT,2474,2474,224.9,175,281,0.623,22,9,103,11,2014,receiving
411,Calvin,Farris,Calvin Farris,/ca/el-cajon/grossmont-foothillers/athletes/calvin-farris/football/stats/?careerid=aod8m63embjtd,aod8m63embjtd,QB,Grossmont,CA,2474,2474,247.4,153,312,0.49,19,13,79,10,2014,receiving
412,Tanner,Ellenberger,Tanner Ellenberger,/nc/brevard/brevard-blue-devils/athletes/tanner-ellenberger/football/stats/?careerid=igr6u4tvjvs88,igr6u4tvjvs88,QB,Brevard,NC,2471,2471,224.6,216,351,0.615,19,13,85,11,2014,receiving
413,Matthew,Merrick,Matthew Merrick,/tx/irving/cistercian-hawks/athletes/matthew-merrick/football/stats/?careerid=8oejhq3ckf122,8oejhq3ckf122,QB,Cistercian,TX,2469,2469,274.3,166,295,0.563,34,15,101,9,2014,receiving
414,Brian,Lewerke,Brian Lewerke,/az/phoenix/pinnacle-pioneers/athletes/brian-lewerke/football/stats/?careerid=ivgqmlva91e88,ivgqmlva91e88,QB,Pinnacle,AZ,2469,2469,224.5,144,291,0.495,34,7,108,11,2014,receiving
415,Will,Reed,Will Reed,/tx/rockwall/rockwall-yellowjackets/athletes/will-reed/football/stats/?careerid=so22cei1knvl5,so22cei1knvl5,QB,Rockwall,TX,2469,2469,224.5,144,228,0.632,33,4,132,11,2014,receiving
