sacks_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,yds,yds_g,comp,att,pct,td,int,rate,games_played,year,category
107,Trey,Wainwright,Trey Wainwright,/fl/niceville/niceville-eagles/athletes/trey-wainwright/football/stats/?careerid=2intek63rplvf,2intek63rplvf,QB,Niceville,FL,2752,2752,229.3,152,210,0.724,34,3,148,12,2020,sacks
108,Brayden,Kyle,Brayden Kyle,/al/decatur/decatur-heritage-christian-academy-eagles/athletes/brayden-kyle/football/stats/?careerid=ljumr9tqptsg0,ljumr9tqptsg0,"QB, SS",Decatur Heritage Christian Academy,AL,2752,2752,250.2,135,226,0.597,34,6,131,11,2020,sacks
109,Ryan,Wilkerson,Ryan Wilkerson,/tx/elysian-fields/elysian-fields-yellowjackets/athletes/ryan-wilkerson/football/stats/?careerid=f8pc29gec7aqa,f8pc29gec7aqa,"QB, P",Elysian Fields,TX,2747,2747,228.9,180,251,0.717,31,5,139,12,2020,sacks
110,Malachi,Brown,Malachi Brown,/tx/san-angelo/san-angelo-central-bobcats/athletes/malachi-brown/football/stats/?careerid=5p38sqlegn1ee,5p38sqlegn1ee,QB,San Angelo Central,TX,2744,2744,274.4,213,366,0.582,24,10,92,10,2020,sacks
111,Brock,Dalton,Brock Dalton,/tx/magnolia/magnolia-west-mustangs/athletes/brock-dalton/football/stats/?careerid=t859qgukde700,t859qgukde700,QB,Magnolia West,TX,2727,2727,272.7,144,255,0.565,31,9,119,10,2020,sacks
112,Tristan,Mcclary,Tristan Mcclary,/tx/little-elm/braswell-bengals/athletes/tristan-mcclary/football/stats/?careerid=1ucd5i9gn6pue,1ucd5i9gn6pue,"QB, ATH",Braswell,TX,2724,2724,272.4,198,342,0.579,27,6,103,10,2020,sacks
113,Cole,Keylon,Cole Keylon,/ar/harrison/harrison-goblins/athletes/cole-keylon/football/stats/?careerid=ues8u8skukl99,ues8u8skukl99,"QB, FS",Harrison,AR,2723,2723,209.5,141,229,0.616,31,8,128,13,2020,sacks
114,Conrad,Hawley,Conrad Hawley,/mo/peculiar/raymore-peculiar-panthers/athletes/conrad-hawley/football/stats/?careerid=ak2issa9t52aa,ak2issa9t52aa,QB,Raymore-Peculiar,MO,2722,2722,194.4,164,275,0.596,25,12,105,14,2020,sacks
115,Rivers,Hunt,Rivers Hunt,/tn/savannah/hardin-county-tigers/athletes/rivers-hunt/football/stats/?careerid=cd9nmch5uqi11,cd9nmch5uqi11,"QB, DB",Hardin County,TN,2716,2716,208.9,137,220,0.623,31,4,137,13,2020,sacks
116,Marek,Matheson,Marek Matheson,/ok/kiefer/kiefer-trojans/athletes/marek-matheson/football/stats/?careerid=44cc2d0h522h1,44cc2d0h522h1,"QB, SS",Kiefer,OK,2713,2713,246.6,187,331,0.565,30,11,100,11,2020,sacks
117,Brogan,Mccaughey,Brogan Mccaughey,/oh/cincinnati/st-xavier-bombers/athletes/brogan-mccaughey/football/stats/?careerid=dp01v9dkv7aue,dp01v9dkv7aue,"QB, WR",St. Xavier,OH,2708,2708,270.8,205,319,0.643,28,11,106,10,2020,sacks
118,Dj,Arroyo,Dj Arroyo,/fl/cocoa/cocoa-tigers/athletes/dj-arroyo/football/stats/?careerid=b5dbg5j7em288,b5dbg5j7em288,QB,Cocoa,FL,2708,2708,270.8,174,227,0.767,21,7,134,10,2020,sacks
119,Tyler,Hughes,Tyler Hughes,/ga/marietta/marietta-blue-devils/athletes/tyler-hughes/football/stats/?careerid=e4gnp0bvqai00,e4gnp0bvqai00,QB,Marietta,GA,2703,2703,270.3,182,299,0.609,28,8,111,10,2020,sacks
120,Hal,Smithart,Hal Smithart,/al/opp/opp-bobcats/athletes/hal-smithart/football/stats/?careerid=1tmrk5v18opee,1tmrk5v18opee,"QB, DB",Opp,AL,2701,2701,245.5,215,348,0.618,26,14,94,11,2020,sacks
121,Tyler,Fortenberry,Tyler Fortenberry,/ms/brookhaven/brookhaven-academy-cougars/athletes/tyler-fortenberry/football/stats/?careerid=r8ceubogo5655,r8ceubogo5655,"QB, CB",Brookhaven Academy,MS,2698,2698,207.5,193,311,0.621,28,8,109,13,2020,sacks
122,Cole,Benson,Cole Benson,/tx/north-richland-hills/richland-royals/athletes/cole-benson/football/stats/?careerid=bavn70ssff1cc,bavn70ssff1cc,QB,Richland,TX,2688,2688,268.8,192,302,0.636,28,10,109,10,2020,sacks
123,Gabe,Welch,Gabe Welch,/ks/arkansas-city/arkansas-city-bulldogs/athletes/gabe-welch/football/stats/?careerid=7p5ue65422r66,7p5ue65422r66,"QB, LB",Arkansas City,KS,2679,2679,206.1,235,367,0.64,12,12,83,13,2020,sacks
124,Bronson,Barben,Bronson Barben,/ut/st-george/dixie-flyers/athletes/bronson-barben/football/stats/?careerid=tu2g8lfre9i11,tu2g8lfre9i11,QB,Dixie,UT,2679,2679,243.5,189,355,0.532,18,9,84,11,2020,sacks
125,Hunter,Lanham,Hunter Lanham,/tx/graham/graham-steers/athletes/hunter-lanham/football/stats/?careerid=pnno68jog1200,pnno68jog1200,QB,Graham,TX,2677,2677,205.9,162,280,0.579,36,7,119,13,2020,sacks
126,Austin,Novosad,Austin Novosad,/tx/dripping-springs/dripping-springs-tigers/athletes/austin-novosad/football/stats/?careerid=84lv0tq8rj200,84lv0tq8rj200,QB,Dripping Springs,TX,2673,2673,334.1,155,236,0.657,35,4,137,8,2020,sacks
127,Isaac,Stanton,Isaac Stanton,/ks/basehor/basehor-linwood-bobcats/athletes/isaac-stanton/football/stats/?careerid=co20tj05u9itd,co20tj05u9itd,QB,Basehor-Linwood,KS,2663,2663,242.1,220,354,0.621,32,10,104,11,2020,sacks
128,Rashawn,Galloway,Rashawn Galloway,/tx/boerne/boerne-greyhounds/athletes/rashawn-galloway/football/stats/?careerid=j9kk1jka8pup9,j9kk1jka8pup9,QB,Boerne,TX,2661,2661,241.9,197,302,0.652,30,6,118,11,2020,sacks
129,Blake,Kytle,Blake Kytle,/ga/atlanta/mount-vernon-mustangs/athletes/blake-kytle/football/stats/?careerid=n3h8iata3au77,n3h8iata3au77,QB,Mount Vernon,GA,2657,2657,265.7,166,304,0.546,25,13,94,10,2020,sacks
130,David,Renard,David Renard,/ga/flowery-branch/flowery-branch-falcons/athletes/david-renard/football/stats/?careerid=77irbtgko0hl5,77irbtgko0hl5,QB,Flowery Branch,GA,2655,2655,221.2,161,249,0.647,23,6,121,12,2020,sacks
131,Tre,Simmons,Tre Simmons,/fl/tampa/jefferson-dragons/athletes/tre-simmons/football/stats/?careerid=sudia33guhvm6,sudia33guhvm6,QB,Bloomingdale,FL,2653,2653,204.1,173,294,0.588,27,12,102,13,2020,sacks
132,Anthony,Hall,Anthony Hall,/mo/kansas-city/park-hill-trojans/athletes/anthony-hall/football/stats/?careerid=uk99sdl88pgvf,uk99sdl88pgvf,QB,Park Hill,MO,2652,2652,265.2,183,318,0.575,27,13,96,10,2020,sacks
133,Colin,Blazek,Colin Blazek,/fl/venice/venice-indians/athletes/colin-blazek/football/stats/?careerid=62uu7l73hht55,62uu7l73hht55,QB,Venice,FL,2646,2646,203.5,191,340,0.562,27,10,96,13,2020,sacks
134,Bryce,Schondelmyer,Bryce Schondelmyer,/oh/arcanum/arcanum-trojans/athletes/bryce-schondelmyer/football/stats/?careerid=gluovsh912133,gluovsh912133,"QB, OLB",Arcanum,OH,2644,2644,264.4,176,279,0.631,36,9,120,10,2020,sacks
135,Kyler,Semrad,Kyler Semrad,/ks/goddard/goddard-lions/athletes/kyler-semrad/football/stats/?careerid=km2fi78q8jqbb,km2fi78q8jqbb,QB,Goddard,KS,2637,2637,263.7,210,379,0.554,29,14,87,10,2020,sacks
136,Kyle,Brown,Kyle Brown,/tx/cedar-park/vista-ridge-rangers/athletes/kyle-brown/football/stats/?careerid=sffufce52kerb,sffufce52kerb,QB,Vista Ridge,TX,2633,2633,292.6,189,251,0.753,30,6,138,9,2020,sacks
137,Cole,Spencer,Cole Spencer,/pa/gibsonia/pine-richland-rams/athletes/cole-spencer/football/stats/?careerid=e501bklg6naqa,e501bklg6naqa,"QB, SS",Pine-Richland,PA,2626,2626,238.7,157,221,0.71,33,7,137,11,2020,sacks
138,Blake,Mcgraw,Blake Mcgraw,/tx/mckinney/mckinney-christian-academy-mustangs/athletes/blake-mcgraw/football/stats/?careerid=bb01s3gk7u700,bb01s3gk7u700,QB,McKinney Christian Academy,TX,2622,2622,327.8,132,260,0.508,34,13,105,8,2020,sacks
139,Aj,Smith-shawver,Aj Smith-shawver,/tx/colleyville/colleyville-heritage-panthers/athletes/aj-smith-shawver/football/stats/?careerid=lcpmg5gsr0677,lcpmg5gsr0677,QB,Colleyville Heritage,TX,2616,2616,290.7,176,326,0.54,25,7,97,9,2020,sacks
140,Jett,Huff,Jett Huff,/tx/college-station/college-station-cougars/athletes/jett-huff/football/stats/?careerid=b7jfaia73lnp9,b7jfaia73lnp9,QB,College Station,TX,2612,2612,217.7,207,285,0.726,30,5,129,12,2020,sacks
141,Jared,Vetetoe,Jared Vetetoe,/tn/nashville/davidson-academy-bears/athletes/jared-vetetoe/football/stats/?careerid=ho6d7sfmufak4,ho6d7sfmufak4,,Davidson Academy,TN,2607,2607,200.5,147,230,0.639,32,8,128,13,2020,sacks
142,Cade,Ross,Cade Ross,/fl/melbourne/eau-gallie-commodores/athletes/cade-ross/football/stats/?careerid=ot9q0vn06c6o8,ot9q0vn06c6o8,QB,Eau Gallie,FL,2604,2604,289.3,159,279,0.57,27,10,106,9,2020,sacks
143,Jordyn,Potts,Jordyn Potts,/tn/powell/powell-panthers/athletes/jordyn-potts/football/stats/?careerid=2ogqmgbtf5fi2,2ogqmgbtf5fi2,QB,Powell,TN,2590,2590,259.0,170,262,0.649,28,14,111,10,2020,sacks
144,Evan,Ormsby,Evan Ormsby,/in/fort-wayne/homestead-spartans/athletes/evan-ormsby/football/stats/?careerid=hbm60q2fup3j3,hbm60q2fup3j3,QB,Homestead,IN,2587,2587,215.6,159,262,0.607,36,14,111,12,2020,sacks
145,Jacob,Robinson,Jacob Robinson,/tx/jewett/leon-cougars/athletes/jacob-robinson/football/stats/?careerid=mq4v1phvc7dcc,mq4v1phvc7dcc,QB,Leon,TX,2582,2582,258.2,188,358,0.525,31,5,99,10,2020,sacks
146,Chance,Trujillo,Chance Trujillo,/ut/kaysville/davis-darts/athletes/chance-trujillo/football/stats/?careerid=88dt4bfsd0ttd,88dt4bfsd0ttd,"QB, DB",Davis,UT,2582,2582,215.2,160,271,0.59,22,6,109,12,2020,sacks
147,Jeff,Becker,Jeff Becker,/in/fort-wayne/carroll-chargers/athletes/jeff-becker/football/stats/?careerid=2sc37gc9c6cff,2sc37gc9c6cff,QB,Carroll,IN,2581,2581,258.1,158,260,0.608,33,9,119,10,2020,sacks
148,Nick,Evers,Nick Evers,/tx/flower-mound/flower-mound-jaguars/athletes/nick-evers/football/stats/?careerid=8dt8vj3i5t3k4,8dt8vj3i5t3k4,QB,Flower Mound,TX,2578,2578,257.8,202,302,0.669,21,6,108,10,2020,sacks
149,Scott,Lynch,Scott Lynch,/nj/audubon/audubon-green-wave/athletes/scott-lynch/football/stats/?careerid=eb7kldtq85cbb,eb7kldtq85cbb,"QB, OLB",Northside Christian,FL,2576,2576,214.7,158,344,0.459,31,20,77,12,2020,sacks
150,Donaven,Mcculley,Donaven Mcculley,/in/indianapolis/lawrence-north-wildcats/athletes/donaven-mcculley/football/stats/?careerid=f2nn15q2ondp9,f2nn15q2ondp9,QB,Lawrence North,IN,2576,2576,234.2,139,199,0.698,22,4,141,11,2020,sacks
151,Kaidon,Salter,Kaidon Salter,/tx/cedar-hill/cedar-hill-longhorns/athletes/kaidon-salter/football/stats/?careerid=vpt1idi5ivb66,vpt1idi5ivb66,QB,Cedar Hill,TX,2571,2571,197.8,185,306,0.605,31,5,114,13,2020,sacks
152,Bo,Hardy,Bo Hardy,/ut/milford/milford-tigers/athletes/bo-hardy/football/stats/?careerid=96eeecq8211qa,96eeecq8211qa,"QB, FS",Milford,UT,2568,2568,197.5,223,367,0.608,17,18,77,13,2020,sacks
153,Jalen,Kitna,Jalen Kitna,/tx/burleson/burleson-elks/athletes/jalen-kitna/football/stats/?careerid=2rlobvotglm33,2rlobvotglm33,QB,Burleson,TX,2566,2566,256.6,164,264,0.621,33,3,129,10,2020,sacks
154,Aaron,Smith,Aaron Smith,/tn/jackson/jackson-christian-eagles/athletes/aaron-smith/football/stats/?careerid=14821fea26lo8,14821fea26lo8,"WR, QB",Jackson Christian,TN,2566,2566,233.3,154,251,0.614,25,8,116,11,2020,sacks
155,Philip,Amy,Philip Amy,/tx/richmond/foster-falcons/athletes/philip-amy/football/stats/?careerid=mbigkckh707h1,mbigkckh707h1,QB,Foster,TX,2566,2566,256.6,150,227,0.661,23,4,131,10,2020,sacks
156,Cameron,Ford,Cameron Ford,/tx/tyler/chapel-hill-bulldogs/athletes/cameron-ford/football/stats/?careerid=9qpj9kl7b8i00,9qpj9kl7b8i00,QB,Chapel Hill,TX,2564,2564,213.7,134,250,0.536,24,10,105,12,2020,sacks
157,Payton,Adams,Payton Adams,/tx/georgetown/east-view-patriots/athletes/payton-adams/football/stats/?careerid=ns9e051iqjhsc,ns9e051iqjhsc,"QB, FS",East View,TX,2562,2562,213.5,194,303,0.64,29,10,109,12,2020,sacks
158,Lance,Hoffsommer,Lance Hoffsommer,/ks/sedgwick/sedgwick-cardinals/athletes/lance-hoffsommer/football/stats/?careerid=iiv1vq79k2k22,iiv1vq79k2k22,QB,Sedgwick,KS,2559,2559,284.3,161,231,0.697,28,6,135,9,2020,sacks
159,Brady,Allen,Brady Allen,/in/fort-branch/gibson-southern-titans/athletes/brady-allen/football/stats/?careerid=01lsgsv0kjkn7,01lsgsv0kjkn7,QB,Gibson Southern,IN,2556,2556,232.4,200,363,0.551,31,7,98,11,2020,sacks
160,Logan,Hubler,Logan Hubler,/az/queen-creek/ala-queen-creek-patriots/athletes/logan-hubler/football/stats/?careerid=2hj6bfsqfm5m6,2hj6bfsqfm5m6,QB,ALA - Queen Creek,AZ,2554,2554,255.4,168,253,0.664,29,12,118,10,2020,sacks
161,Ej,Ezar,Ej Ezar,/tx/bryan/rudder-rangers/athletes/ej-ezar/football/stats/?careerid=cgn5pvil002ff,cgn5pvil002ff,QB,Rudder,TX,2551,2551,255.1,180,279,0.645,23,12,104,10,2020,sacks
162,Cedric,Simmons,Cedric Simmons,/ar/malvern/malvern-leopards/athletes/cedric-simmons/football/stats/?careerid=jtcfq00joor88,jtcfq00joor88,QB,Malvern,AR,2550,2550,196.2,177,262,0.676,21,11,108,13,2020,sacks
163,Ty,Keyes,Ty Keyes,/ms/taylorsville/taylorsville-tartars/athletes/ty-keyes/football/stats/?careerid=1nq0651m4vqcc,1nq0651m4vqcc,QB,Taylorsville,MS,2546,2546,231.5,137,202,0.678,30,3,144,11,2020,sacks
164,Drew,Novak,Drew Novak,/oh/mt-orab/western-brown-broncos/athletes/drew-novak/football/stats/?careerid=asredl6o4g166,asredl6o4g166,QB,Western Brown,OH,2543,2543,317.9,180,276,0.652,26,5,119,8,2020,sacks
165,Jackson,Allen,Jackson Allen,/ms/petal/petal-panthers/athletes/jackson-allen/football/stats/?careerid=fojokrl5dv3ue,fojokrl5dv3ue,QB,Petal,MS,2540,2540,254.0,160,274,0.584,27,7,112,10,2020,sacks
166,R.j.,Martinez,R.j. Martinez,/tx/austin/round-rock-westwood-warriors/athletes/rj-martinez/football/stats/?careerid=tcp0e5kdi1tcc,tcp0e5kdi1tcc,QB,Round Rock Westwood,TX,2538,2538,282.0,201,344,0.584,22,8,93,9,2020,sacks
167,Leslie,Richardson iii,Leslie Richardson iii,/co/aurora/smoky-hill-buffaloes/athletes/leslie-richardson-iii/football/stats/?careerid=ardctn9t4cldd,ardctn9t4cldd,QB,Smoky Hill,CO,2534,2534,362.0,155,270,0.574,31,6,118,7,2020,sacks
168,Brandon,Musch,Brandon Musch,/al/huntsville/westminster-christian-academy-wildcats/athletes/brandon-musch/football/stats/?careerid=i0d7h470g9b88,i0d7h470g9b88,QB,Westminster Christian Academy,AL,2531,2531,253.1,191,351,0.544,29,14,88,10,2020,sacks
169,Kaimen,Peebles,Kaimen Peebles,/id/st-anthony/south-fremont-cougars/athletes/kaimen-peebles/football/stats/?careerid=s506nsfh4mpbb,s506nsfh4mpbb,"QB, WR",South Fremont,ID,2528,2528,229.8,150,264,0.568,34,9,115,11,2020,sacks
170,Luke,Sampson,Luke Sampson,/tx/league-city/clear-springs-chargers/athletes/luke-sampson/football/stats/?careerid=t9trdur462vi2,t9trdur462vi2,QB,Clear Springs,TX,2513,2513,228.5,138,237,0.582,24,6,118,11,2020,sacks
171,Cael,Welker,Cael Welker,/mo/jackson/jackson-fighting-indians/athletes/cael-welker/football/stats/?careerid=33ecjnfa4h4i2,33ecjnfa4h4i2,,Jackson,MO,2511,2511,193.2,151,209,0.722,38,0,152,13,2020,sacks
172,Lonnie,Ratliff,Lonnie Ratliff,/ga/johns-creek/johns-creek-gladiators/athletes/lonnie-ratliff/football/stats/?careerid=a7begn444metd,a7begn444metd,,Duluth,GA,2505,2505,250.5,165,249,0.663,22,6,119,10,2020,sacks
173,Aj,Swann,Aj Swann,/ga/canton/cherokee-warriors/athletes/aj-swann/football/stats/?careerid=bl9j96knjag88,bl9j96knjag88,QB,Cherokee,GA,2505,2505,227.7,158,262,0.603,23,6,112,11,2020,sacks
174,Brayden,Whitford,Brayden Whitford,/ar/russellville/russellville-cyclones/athletes/brayden-whitford/football/stats/?careerid=i0g59qnhemb66,i0g59qnhemb66,QB,Russellville,AR,2504,2504,227.6,189,376,0.503,19,12,75,11,2020,sacks
175,Brock,Bolfing,Brock Bolfing,/tx/montgomery/montgomery-bears/athletes/brock-bolfing/football/stats/?careerid=5ssl33jb8ino8,5ssl33jb8ino8,QB,Montgomery,TX,2504,2504,208.7,167,271,0.616,23,8,108,12,2020,sacks
176,Micah,Rodriguez,Micah Rodriguez,/tx/seguin/seguin-matadors/athletes/micah-rodriguez/football/stats/?careerid=6t4n8h8gb21ff,6t4n8h8gb21ff,QB,Seguin,TX,2500,2500,277.8,182,242,0.752,35,3,142,9,2020,sacks
177,Austin,Frazier,Austin Frazier,/in/indianapolis/covenant-christian-warriors/athletes/austin-frazier/football/stats/?careerid=nsk5f4cau7qh1,nsk5f4cau7qh1,"QB, S",Covenant Christian,IN,2500,2500,166.7,123,211,0.583,41,12,116,15,2020,sacks
178,Eli,Stowers,Eli Stowers,/tx/denton/guyer-wildcats/athletes/eli-stowers/football/stats/?careerid=dg10dagh9t9bb,dg10dagh9t9bb,QB,Guyer,TX,2497,2497,178.4,184,309,0.595,18,12,89,14,2020,sacks
179,Rashaad,Coleman,Rashaad Coleman,/al/florala/florala-wildcats/athletes/rashaad-coleman/football/stats/?careerid=43db60qum01k4,43db60qum01k4,"QB, DB",Florala,AL,2495,2495,249.5,145,240,0.604,32,7,123,10,2020,sacks
180,Hayes,Maginnis,Hayes Maginnis,/ga/newnan/newnan-cougars/athletes/hayes-maginnis/football/stats/?careerid=rk089pp4356h1,rk089pp4356h1,QB,Newnan,GA,2491,2491,226.5,163,261,0.625,21,2,118,11,2020,sacks
181,Jacob,Wormsley,Jacob Wormsley,/mo/camdenton/camdenton-lakers/athletes/jacob-wormsley/football/stats/?careerid=1hvbifcd9lcn7,1hvbifcd9lcn7,QB,Camdenton,MO,2489,2489,226.3,207,302,0.685,20,10,102,11,2020,sacks
182,Kamen,Best,Kamen Best,/ut/washington-terrace/bonneville-lakers/athletes/kamen-best/football/stats/?careerid=30ha4g528nfm6,30ha4g528nfm6,QB,Bonneville,UT,2477,2477,275.2,196,289,0.678,24,8,110,9,2020,sacks
183,"Oscene ""nate""",Mikell,"Oscene ""nate"" Mikell",/fl/wildwood/wildwood-wildcats/athletes/oscene-nate-mikell/football/stats/?careerid=p8jks9cet3krb,p8jks9cet3krb,QB,Wildwood,FL,2475,2475,247.5,172,266,0.647,16,4,109,10,2020,sacks
184,Henry,Hesson,Henry Hesson,/in/avon/avon-orioles/athletes/henry-hesson/football/stats/?careerid=io53lfc7ckfcc,io53lfc7ckfcc,QB,Avon,IN,2472,2472,274.7,134,197,0.68,31,5,140,9,2020,sacks
185,Kanon,Gibson,Kanon Gibson,/tx/wink/wink-wildcats/athletes/kanon-gibson/football/stats/?careerid=j4bj08922ijk4,j4bj08922ijk4,"QB, WR",Wink,TX,2470,2470,224.5,153,245,0.624,33,8,122,11,2020,sacks
186,Tj,King,Tj King,/tx/mesquite/dallas-christian-chargers/athletes/tj-king/football/stats/?careerid=t4ur8jfjo1fk4,t4ur8jfjo1fk4,"RB, WR",Dallas Christian,TX,2466,2466,246.6,125,161,0.776,20,3,151,10,2020,sacks
187,Zachary,Pleuss,Zachary Pleuss,/fl/davenport/ridge-community-bolts/athletes/zachary-pleuss/football/stats/?careerid=0but8ga5s0b00,0but8ga5s0b00,QB,Ridge Community,FL,2464,2464,246.4,152,249,0.61,28,6,122,10,2020,sacks
188,Landon,Howell,Landon Howell,/tx/decatur/decatur-eagles/athletes/landon-howell/football/stats/?careerid=5l2odl31mia55,5l2odl31mia55,"QB, LS",Decatur,TX,2463,2463,223.9,172,310,0.555,30,8,103,11,2020,sacks
189,Cole,Mccarty,Cole Mccarty,/al/guntersville/guntersville-wildcats/athletes/cole-mccarty/football/stats/?careerid=21qme8es200p9,21qme8es200p9,QB,Guntersville,AL,2461,2461,205.1,160,217,0.737,36,5,141,12,2020,sacks
190,Owen,Teuscher,Owen Teuscher,/id/montpelier/bear-lake-bears/athletes/owen-teuscher/football/stats/?careerid=dqes3d7o3b588,dqes3d7o3b588,"QB, P",Bear Lake,ID,2460,2460,246.0,159,259,0.614,28,8,116,10,2020,sacks
191,Keith,Baker,Keith Baker,/la/shreveport/green-oaks-giants/athletes/keith-baker/football/stats/?careerid=uqnkopkofutp9,uqnkopkofutp9,QB,Green Oaks,LA,2460,2460,273.3,157,260,0.604,27,5,118,9,2020,sacks
192,Payton,Weber,Payton Weber,/ut/eagle-mountain/cedar-valley-aviators/athletes/payton-weber/football/stats/?careerid=c5hpio1a2aevf,c5hpio1a2aevf,QB,Cedar Valley,UT,2454,2454,223.1,196,309,0.634,20,10,96,11,2020,sacks
193,Korbin,Covarrubiaz,Korbin Covarrubiaz,/tx/eldorado/eldorado-eagles/athletes/korbin-covarrubiaz/football/stats/?careerid=e6gfkru2qq8ff,e6gfkru2qq8ff,"WR, FS",Eldorado,TX,2449,2449,244.9,146,279,0.523,31,2,116,10,2020,sacks
194,Cameron,Blair,Cameron Blair,/oh/magnolia/sandy-valley-cardinals/athletes/cameron-blair/football/stats/?careerid=0k2opv1b13std,0k2opv1b13std,QB,Sandy Valley,OH,2443,2443,244.3,156,251,0.622,29,4,126,10,2020,sacks
195,Quinn,Ewers,Quinn Ewers,/tx/southlake/southlake-carroll-dragons/athletes/quinn-ewers/football/stats/?careerid=qje5v78gdf4rb,qje5v78gdf4rb,QB,Southlake Carroll,TX,2442,2442,305.2,159,241,0.66,28,5,129,8,2020,sacks
196,Brody,Whitson,Brody Whitson,/nc/asheville/tc-roberson-rams/athletes/brody-whitson/football/stats/?careerid=uskipus9cbag0,uskipus9cbag0,"QB, DB",T.C. Roberson,NC,2434,2434,270.4,177,284,0.623,32,7,117,9,2020,sacks
197,Taylen,Green,Taylen Green,/tx/lewisville/lewisville-farmers/athletes/taylen-green/football/stats/?careerid=2jh4e0v1ie699,2jh4e0v1ie699,QB,Lewisville,TX,2431,2431,270.1,156,242,0.645,22,6,118,9,2020,sacks
198,Garret,Rangel,Garret Rangel,/tx/frisco/lone-star-rangers/athletes/garret-rangel/football/stats/?careerid=df1m2urpho8qa,df1m2urpho8qa,QB,Lone Star,TX,2429,2429,220.8,188,272,0.691,27,5,122,11,2020,sacks
199,Dylan,Rinker,Dylan Rinker,/ks/mcpherson/mcpherson-bullpups/athletes/dylan-rinker/football/stats/?careerid=9rs1eo293s144,9rs1eo293s144,"QB, DE",McPherson,KS,2425,2425,220.5,165,255,0.647,27,6,121,11,2020,sacks
200,Kaden,Mcmullen,Kaden Mcmullen,/mo/ofallon/veritas-christian-academy-eagles/athletes/kaden-mcmullen/football/stats/?careerid=63qtf05kfbirb,63qtf05kfbirb,QB,Veritas Christian Academy,MO,2420,2420,242.0,151,239,0.632,31,6,126,10,2020,sacks
201,Jaxon,Willis,Jaxon Willis,/tx/crane/crane-cranes/athletes/jaxon-willis/football/stats/?careerid=qssnnrqca9ii2,qssnnrqca9ii2,"QB, OLB",Crane,TX,2419,2419,241.9,174,267,0.652,30,6,122,10,2020,sacks
202,Jay,Allen,Jay Allen,/fl/fort-pierce/john-carroll-catholic-rams/athletes/jay-allen/football/stats/?careerid=slpioqcab8cvf,slpioqcab8cvf,QB,John Carroll Catholic,FL,2417,2417,219.7,125,233,0.536,29,9,114,11,2020,sacks
203,Kayden,Riley,Kayden Riley,/pa/danville/danville-ironmen/athletes/kayden-riley/football/stats/?careerid=6elvej8a98sff,6elvej8a98sff,"QB, K",Danville,PA,2415,2415,241.5,150,241,0.622,32,9,120,10,2020,sacks
204,Owen,Brooker,Owen Brooker,/ga/tunnel-hill/northwest-whitfield-bruins/athletes/owen-brooker/football/stats/?careerid=o0ig05v2829rb,o0ig05v2829rb,QB,Northwest Whitfield,GA,2409,2409,219.0,200,334,0.599,21,13,87,11,2020,sacks
205,Tim,Davis,Tim Davis,/nc/winston-salem/winston-salem-preparatory-academy-phoenix/athletes/tim-davis/football/stats/?careerid=v4r2qh8bokon7,v4r2qh8bokon7,"QB, FS",Winston-Salem Preparatory Academy,NC,2408,2408,301.0,138,226,0.611,24,4,125,8,2020,sacks
206,Adarius,Edwards,Adarius Edwards,/ut/heber-city/wasatch-wasps/athletes/adarius-edwards/football/stats/?careerid=p66pepacgjvvf,p66pepacgjvvf,QB,Wasatch,UT,2406,2406,218.7,212,347,0.611,25,5,100,11,2020,sacks
207,Xavier,Gordon,Xavier Gordon,/tx/arlington/seguin-cougars/athletes/xavier-gordon/football/stats/?careerid=ge69o8v924obb,ge69o8v924obb,QB,Seguin,TX,2405,2405,343.6,101,142,0.711,27,2,147,7,2020,sacks
208,Ty'quan,Wiggins,Ty'quan Wiggins,/fl/mount-dora/mount-dora-christian-academy-bulldogs/athletes/tyquan-wiggins/football/stats/?careerid=o8f1cfegjfprb,o8f1cfegjfprb,QB,Mount Dora Christian Academy,FL,2404,2404,218.5,123,200,0.615,27,7,128,11,2020,sacks
209,Kale,Bird,Kale Bird,/ne/bennington/bennington-badgers/athletes/kale-bird/football/stats/?careerid=d2a00knoppvff,d2a00knoppvff,QB,Bennington,NE,2401,2401,218.3,136,221,0.615,24,8,120,11,2020,sacks
210,Dane,Christensen,Dane Christensen,/az/queen-creek/casteel-colts/athletes/dane-christensen/football/stats/?careerid=949qsf8i32ucc,949qsf8i32ucc,QB,Casteel,AZ,2400,2400,266.7,236,338,0.698,17,8,97,9,2020,sacks
211,Kaden,Irving,Kaden Irving,/ms/gautier/gautier-gators/athletes/kaden-irving/football/stats/?careerid=33atcthqa35qa,33atcthqa35qa,QB,Gautier,MS,2399,2399,342.7,167,263,0.635,15,5,104,7,2020,sacks
212,Jack,Prka,Jack Prka,/id/coeur-dalene/coeur-dalene-vikings/athletes/jack-prka/football/stats/?careerid=a6eilde7mi0cc,a6eilde7mi0cc,QB,Coeur d'Alene,ID,2396,2396,266.2,182,258,0.705,32,5,131,9,2020,sacks
213,Adryan,Lara,Adryan Lara,/az/goodyear/desert-edge-scorpions/athletes/adryan-lara/football/stats/?careerid=bnotpug34pek4,bnotpug34pek4,QB,Desert Edge,AZ,2393,2393,265.9,164,246,0.667,23,5,121,9,2020,sacks
