Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards,Year
Jerry Fitschen,jerry-fitschen-1,/cfb/players/jerry-fitschen-1.html,Akron,MAC,12,1,1,100.0,0,0,,1,,2018
Jesse Williams,jesse-williams-4,/cfb/players/jesse-williams-4.html,Florida Atlantic,CUSA,1,0,1,0.0,0,0,,0,,2018
Joel Velazquez,joel-velazquez-1,/cfb/players/joel-velazquez-1.html,Boise State,MWC,11,1,2,50.0,0,0,,1,,2018
John Mayers,john-mayers-1,/cfb/players/john-mayers-1.html,Baylor,Big 12,1,3,3,100.0,0,0,,3,,2018
John Tessitore,john-tessitore-1,/cfb/players/john-tessitore-1.html,Boston College,ACC,4,14,18,77.8,0,0,,14,,2018
Jordan Lawless,jordan-lawless-1,/cfb/players/jordan-lawless-1.html,Mississippi State,SEC,2,6,6,100.0,0,0,,6,,2018
Liam Jones,liam-jones-1,/cfb/players/liam-jones-1.html,Kansas,Big 12,12,2,2,100.0,0,0,,2,,2018
Michael Rubino,michael-rubino-1,/cfb/players/michael-rubino-1.html,Appalachian State,Sun Belt,13,2,3,66.7,0,0,,2,,2018
Myles Prosser,myles-prosser-1,/cfb/players/myles-prosser-1.html,Coastal Carolina,Sun Belt,7,2,2,100.0,0,0,,2,,2018
Noah Ruggles,noah-ruggles-1,/cfb/players/noah-ruggles-1.html,North Carolina,ACC,1,2,2,100.0,0,0,,2,,2018
Patrick Nasiatka,patrick-nasiatka-1,/cfb/players/patrick-nasiatka-1.html,Ole Miss,SEC,1,1,1,100.0,0,0,,1,,2018
Ryan Jones,ryan-jones-3,/cfb/players/ryan-jones-3.html,Cincinnati,American,13,5,5,100.0,0,0,,5,,2018
Shawn Davis,shawn-davis-2,/cfb/players/shawn-davis-2.html,Georgia Tech,ACC,13,4,5,80.0,0,0,,4,,2018
Spence Pettit,spence-pettit-1,/cfb/players/spence-pettit-1.html,Nevada,MWC,3,3,3,100.0,0,0,,3,,2018
Taylor Hintze,taylor-hintze-1,/cfb/players/taylor-hintze-1.html,Utah State,MWC,13,1,1,100.0,0,0,,1,,2018
Theo Yongue,theo-yongue-1,/cfb/players/theo-yongue-1.html,Massachusetts,Ind,12,1,1,100.0,0,0,,1,,2018
Tristan Lacey,tristan-lacey-1,/cfb/players/tristan-lacey-1.html,Tulsa,American,1,1,1,100.0,0,0,,1,,2018
Will Moore,will-moore-1,/cfb/players/will-moore-1.html,SMU,American,3,3,4,75.0,0,0,,3,,2018
Zach Murphy,zach-murphy-1,/cfb/players/zach-murphy-1.html,Wake Forest,ACC,2,2,2,100.0,0,0,,2,,2018
League Average,,,,,,,,96.9,,,73.6,,,2018
