recruit_name,recruit_year,committed_to,recruit_id,sports_ref_id,roster_name,roster_school,roster_year,pos,name_score,team_match,year_diff,match_strategy
Justin Witt,2016,NC State,201600621,justin-witt-1,Justin Witt,North Carolina State,2017,T,100,1,1,PRIMARY_LAYER
Jarrion Street,2016,Ole Miss,201600622,jarrion-street-1,Jarrion Street,Ole Miss,2016,DB,100,1,0,PRIMARY_LAYER
Toks Akinribade,2016,Iowa,201600623,toks-akinribade-1,Toks Akinribade,Iowa,2016,RB,100,1,0,PRIMARY_LAYER
Collin Wilder,2016,Houston,201600624,colin-wilder-1,Colin Wilder,Houston,2016,S,95,1,0,PRIMARY_LAYER
Daniel Juarez,2016,California,201600625,daniel-juarez-1,Daniel Juarez,California,2017,OL,100,1,1,PRIMARY_LAYER
Tommy Carnifax,2016,Northwestern,201600626,tommy-carnifax-1,Tommy Carnifax,Northwestern,2017,DE,100,1,1,PRIMARY_LAYER
Armani Rogers,2016,UNLV,201600627,armani-rogers-1,Armani Rogers,Nevada-Las Vegas,2017,QB,100,1,1,PRIMARY_LAYER
Michael Irvin II,2016,Miami,201600628,michael-irvin-ii-1,Michael Irvin II,Miami (FL),2017,TE,100,1,1,PRIMARY_LAYER
Jonathan Marshall,2016,Arkansas,201600629,jonathan-marshall-1,Jonathan Marshall,Arkansas,2017,DL,100,1,1,PRIMARY_LAYER
Vosean Joseph,2016,Florida,201600631,vosean-joseph-1,Vosean Joseph,Florida,2016,LB,100,1,0,PRIMARY_LAYER
Zion Echols,2016,California,201600633,zion-echols-1,Zion Echols,California,2017,RB,100,1,1,PRIMARY_LAYER
Tyrique McGhee,2016,Georgia,201600634,tyrique-mcghee-1,Tyrique McGhee,Georgia,2016,DB,100,1,0,PRIMARY_LAYER
Kennedy McKoy,2016,West Virginia,201600635,kennedy-mckoy-1,Kennedy McKoy,West Virginia,2016,RB,100,1,0,PRIMARY_LAYER
Clifford Chattman,2016,Texas A&M,201600637,clifford-chattman-1,Clifford Chattman,Texas A&M,2016,DB,100,1,0,PRIMARY_LAYER
Jake Hescock,2016,Wisconsin,201600638,jake-hescock-1,Jake Hescock,Wisconsin,2016,TE,100,1,0,PRIMARY_LAYER
Aaron Robinson,2016,Alabama,201600639,aaron-robinson-2,Aaron Robinson,Alabama,2016,DB,100,1,0,PRIMARY_LAYER
Da'Leon Ward,2016,Texas Tech,201600640,daleon-ward-1,Da'Leon Ward,Texas Tech,2016,RB,100,1,0,PRIMARY_LAYER
Johnny Huntley,2016,Colorado,201600642,johnny-huntley-1,Johnny Huntley,Colorado,2016,WR,100,1,0,PRIMARY_LAYER
Devin Cochran,2016,Vanderbilt,201600643,devin-cochran-1,Devin Cochran,Vanderbilt,2017,OL,100,1,1,PRIMARY_LAYER
Isaiahh Loudermilk,2016,Wisconsin,201600644,isaiahh-loudermilk-1,Isaiahh Loudermilk,Wisconsin,2017,DE,100,1,1,PRIMARY_LAYER
Jamie Newman,2016,Wake Forest,201600645,jamie-newman-1,Jamie Newman,Wake Forest,2017,QB,100,1,1,PRIMARY_LAYER
Marcus Simms,2016,West Virginia,201600646,marcus-simms-1,Marcus Simms,West Virginia,2016,WR,100,1,0,PRIMARY_LAYER
Justin Herbert,2016,Oregon,201600650,justin-herbert-1,Justin Herbert,Oregon,2016,QB,100,1,0,PRIMARY_LAYER
Tyquan Statham,2016,Cincinnati,201600651,tyquan-statham-1,Tyquan Statham,Cincinnati,2017,LB,100,1,1,PRIMARY_LAYER
Aaron Thompson,2016,South Carolina,201600652,aaron-thompson-3,Aaron Thompson,South Carolina,2017,DL,100,1,1,PRIMARY_LAYER
Anthony Russo,2016,Temple,201600653,anthony-russo-3,Anthony Russo,Temple,2017,QB,100,1,1,PRIMARY_LAYER
Jovan Swann,2016,Stanford,201600654,jovan-swann-1,Jovan Swann,Stanford,2017,DE,100,1,1,PRIMARY_LAYER
Adetokunbo Ogundeji,2016,Notre Dame,201600655,adetokunbo-ogundeji-1,Adetokunbo Ogundeji,Notre Dame,2017,DL,100,1,1,PRIMARY_LAYER
Austin Pope,2016,Tennessee,201600657,austin-pope-1,Austin Pope,Tennessee,2017,TE,100,1,1,PRIMARY_LAYER
Kyle Williams,2016,Arizona State,201600658,kyle-williams-8,Kyle Williams,Arizona State,2016,WR,100,1,0,PRIMARY_LAYER
Alexander Mattison,2016,Boise State,201600659,alexander-mattison-1,Alexander Mattison,Boise State,2016,RB,100,1,0,PRIMARY_LAYER
Jack DeFoor,2016,Ole Miss,201600660,jack-defoor-1,Jack DeFoor,Ole Miss,2017,OL,100,1,1,PRIMARY_LAYER
Tim Hart,2016,Memphis,201600661,tim-hart-1,Tim Hart,Memphis,2017,LB,100,1,1,PRIMARY_LAYER
Devante Brooks,2016,Tennessee,201600662,devante-brooks-1,Devante Brooks,Tennessee,2017,OL,100,1,1,PRIMARY_LAYER
Joshua Perry,2016,Memphis,201600663,josh-perry-1,Josh Perry,Memphis,2016,DB,90,1,0,PRIMARY_LAYER
Gerald Wilbon,2016,Texas,201600664,gerald-wilbon-1,Gerald Wilbon,Texas,2016,DL,100,1,0,PRIMARY_LAYER
Joe Reed,2016,Virginia,201600665,joe-reed-4,Joe Reed,Virginia,2016,WR,100,1,0,PRIMARY_LAYER
Ben Stille,2016,Nebraska,201600668,ben-stille-1,Ben Stille,Nebraska,2017,LB,100,1,1,PRIMARY_LAYER
Kyle Taylor,2016,Iowa,201600670,kyle-taylor-1,Kyle Taylor,Iowa,2017,LB,100,1,1,PRIMARY_LAYER
Jordan Wilson,2016,UCLA,201600672,jordan-wilson-2,Jordan Wilson,UCLA,2017,TE,100,1,1,PRIMARY_LAYER
Solomon Manning,2016,Rutgers,201600673,solomon-manning-1,Solomon Manning,Rutgers,2017,DL,100,1,1,PRIMARY_LAYER
Elias Hale,2016,Arkansas,201600674,elias-hale-1,Elias Hale,Arkansas,2017,DL,100,1,1,PRIMARY_LAYER
Jovonn Quillen,2016,Virginia Tech,201600675,jovonn-quillen-1,Jovonn Quillen,Virginia Tech,2016,DB,100,1,0,PRIMARY_LAYER
Henry Miller,2016,Pittsburgh,201600676,henry-miller-5,Henry Miller,Pitt,2017,DB,100,1,1,PRIMARY_LAYER
P.J. Hall,2016,Tulane,201600677,pj-hall-1,P.J. Hall,Tulane,2016,DB,100,1,0,PRIMARY_LAYER
Matt Lynch,2016,UCLA,201600678,matt-lynch-1,Matt Lynch,UCLA,2017,QB,100,1,1,PRIMARY_LAYER
James Skalski,2016,Clemson,201600679,james-skalski-1,James Skalski,Clemson,2016,LB,100,1,0,PRIMARY_LAYER
Samuel Denmark,2016,Virginia Tech,201600681,samuel-denmark-1,Samuel Denmark,Virginia Tech,2017,WR,100,1,1,PRIMARY_LAYER
Xander Gagnon,2016,Duke,201600682,xander-gagnon-1,Xander Gagnon,Duke,2017,LB,100,1,1,PRIMARY_LAYER
Alaric Jackson,2016,Iowa,201600683,alaric-jackson-1,Alaric Jackson,Iowa,2017,OL,100,1,1,PRIMARY_LAYER
Aidan Smith,2016,Northwestern,201600685,aiden-smith-1,Aiden Smith,Northwestern,2017,QB,90,1,1,PRIMARY_LAYER
Alexy Jean-Baptiste,2016,Arkansas,201600686,alexy-jean-baptiste-1,Alexy Jean-Baptiste,Arkansas,2017,LB,100,1,1,PRIMARY_LAYER
Malik Harrison,2016,Ohio State,201600687,malik-harrison-1,Malik Harrison,Ohio State,2016,LB,100,1,0,PRIMARY_LAYER
Donald Stewart,2016,Stanford,201600688,donald-stewart-2,Donald Stewart,Stanford,2016,WR,100,1,0,PRIMARY_LAYER
Baylen Buchanan,2016,Tennessee,201600689,baylen-buchanan-1,Baylen Buchanan,Tennessee,2016,DB,100,1,0,PRIMARY_LAYER
Tylin Oden,2016,Rutgers,201600690,tylin-oden-1,Tylin Oden,Rutgers,2016,QB,100,1,0,PRIMARY_LAYER
Quinn Nordin,2016,Michigan,201600693,quinn-nordin-1,Quinn Nordin,Michigan,2017,K,100,1,1,PRIMARY_LAYER
Keyvone Bruton,2016,Temple,201600694,keyvone-bruton-1,Keyvone Bruton,Temple,2017,DB,100,1,1,PRIMARY_LAYER
Keion Wakefield,2016,Louisville,201600695,keon-wakefield-1,Keon Wakefield,Louisville,2017,WR,94,1,1,PRIMARY_LAYER
Marquez Stevenson,2016,Houston,201600696,marquez-stevenson-1,Marquez Stevenson,Houston,2016,WR,100,1,0,PRIMARY_LAYER
Christian Roberson,2016,Mississippi State,201600697,christian-roberson-1,Christian Roberson,Mississippi State,2017,TE,100,1,1,PRIMARY_LAYER
Zarrian Holcombe,2016,Illinois,201600698,zarrian-holcombe-1,Zarrian Holcombe,Illinois,2016,WR,100,1,0,PRIMARY_LAYER
Boe Wilson,2016,Nebraska,201600699,boe-wilson-1,Boe Wilson,Nebraska,2017,OL,100,1,1,PRIMARY_LAYER
Romeo McKnight,2016,Iowa,201600700,romeo-mcknight-1,Romeo McKnight,Iowa,2017,DE,100,1,1,PRIMARY_LAYER
Mason Moran,2016,Oregon State,201600702,mason-moran-1,Mason Moran,Oregon State,2017,S,100,1,1,PRIMARY_LAYER
Josh Uche,2016,Michigan,201600703,josh-uche-1,Josh Uche,Michigan,2016,LB,100,1,0,PRIMARY_LAYER
Latrell Williams,2016,Tennessee,201600704,latrell-williams-1,Latrell Williams,Tennessee,2017,WR,100,1,1,PRIMARY_LAYER
Hussein Howe,2016,East Carolina,201600705,hussein-howe-1,Hussein Howe,East Carolina,2016,RB,100,1,0,PRIMARY_LAYER
Quintez Cephus,2016,Wisconsin,201600706,quintez-cephus-1,Quintez Cephus,Wisconsin,2016,WR,100,1,0,PRIMARY_LAYER
Nick Krimin,2016,Rutgers,201600707,nick-krimin-1,Nick Krimin,Rutgers,2017,OL,100,1,1,PRIMARY_LAYER
Hasise Dubois,2016,Virginia,201600708,hasise-dubois-1,Hasise Dubois,Virginia,2016,WR,100,1,0,PRIMARY_LAYER
Austin Andrews,2016,Michigan State,201600709,austin-andrews-1,Austin Andrews,Michigan State,2017,S,100,1,1,PRIMARY_LAYER
Tony Poljan,2016,Central Michigan,201600710,tony-poljan-1,Tony Poljan,Central Michigan,2017,QB,100,1,1,PRIMARY_LAYER
Alex Gellerstedt,2016,Penn State,201600711,alex-gellerstedt-1,Alex Gellerstedt,Penn State,2017,OL,100,1,1,PRIMARY_LAYER
Dele Harding,2016,Illinois,201600712,dele-harding-1,Dele Harding,Illinois,2016,LB,100,1,0,PRIMARY_LAYER
Jaren Hall,2016,BYU,201600714,jaren-hall-1,Jaren Hall,BYU,2018,QB,100,1,2,PRIMARY_LAYER
Myles Wolfolk,2016,North Carolina,201600715,myles-wolfolk-1,Myles Wolfolk,North Carolina,2017,S,100,1,1,PRIMARY_LAYER
Deshaunte Jones,2016,Iowa State,201600716,deshaunte-jones-1,Deshaunte Jones,Iowa State,2016,WR,100,1,0,PRIMARY_LAYER
Andrew Boselli,2016,Florida State,201600717,andrew-boselli-1,Andrew Boselli,Florida State,2017,OL,100,1,1,PRIMARY_LAYER
Mulbah Car,2016,Houston,201600718,mulbah-car-1,Mulbah Car,Houston,2016,RB,100,1,0,PRIMARY_LAYER
Tre Jackson,2016,Tulane,201600719,tre-jackson-5,Tre Jackson,Tulane,2016,DB,100,1,0,PRIMARY_LAYER
Javon Jackson,2016,Duke,201600720,javon-jackson-2,Javon Jackson,Duke,2017,S,100,1,1,PRIMARY_LAYER
Jimmie Taylor,2016,Virginia Tech,201600722,jimmie-taylor-1,Jimmie Taylor,Virginia Tech,2016,DE,100,1,0,PRIMARY_LAYER
Fua Pututau,2016,Utah,201600723,fua-pututau-1,Fua Pututau,Utah,2018,DL,100,1,2,PRIMARY_LAYER
Jango Glackin,2016,Northwestern,201600724,jango-glackin-1,Jango Glackin,Northwestern,2017,LB,100,1,1,PRIMARY_LAYER
De'Jon Harris,2016,Arkansas,201600725,dejon-harris-1,De'Jon Harris,Arkansas,2016,LB,100,1,0,PRIMARY_LAYER
Josh Metellus,2016,Michigan,201600726,josh-metellus-1,Josh Metellus,Michigan,2016,S,100,1,0,PRIMARY_LAYER
Jordan Iosefa,2016,USC,201600727,jordan-iosefa-1,Jordan Iosefa,USC,2016,LB,100,1,0,PRIMARY_LAYER
Stephen Spanellis,2016,Michigan,201600728,stephen-spanellis-1,Stephen Spanellis,Michigan,2017,OL,100,1,1,PRIMARY_LAYER
Tobias Little,2016,Louisville,201600729,tobias-little-1,Tobias Little,Louisville,2017,FB,100,1,1,PRIMARY_LAYER
Noah Turner,2016,North Carolina,201600730,noah-turner-2,Noah Turner,North Carolina,2017,TE,100,1,1,PRIMARY_LAYER
Tobias Gilliam,2016,Kentucky,201600731,tobias-gilliam-1,Tobias Gilliam,Kentucky,2017,DB,100,1,1,PRIMARY_LAYER
Kingston Davis,2016,Michigan,201600732,kingston-davis-1,Kingston Davis,Michigan,2016,RB,100,1,0,PRIMARY_LAYER
Tyrone Hopper,2016,North Carolina,201600733,tyrone-hopper-1,Tyrone Hopper,North Carolina,2017,DL,100,1,1,PRIMARY_LAYER
Hamilcar Rashed,2016,Oregon State,201600734,hamilcar-rashed-jr-1,Hamilcar Rashed Jr.,Oregon State,2017,LB,90,1,1,PRIMARY_LAYER
Zy'Aire Hughes,2016,Kentucky,201600736,zyaire-hughes-1,Zy'Aire Hughes,Kentucky,2017,UT,100,1,1,PRIMARY_LAYER
Jaylen Miller,2016,Duke,201600738,jaylen-miller-1,Jaylen Miller,Duke,2017,G,100,1,1,PRIMARY_LAYER
Dedrick Mills,2016,Georgia Tech,201600740,dedrick-mills-1,Dedrick Mills,Georgia Tech,2016,RB,100,1,0,PRIMARY_LAYER
Tucker Scott,2016,Utah,201600742,tucker-scott-1,Tucker Scott,Utah,2017,OL,100,1,1,PRIMARY_LAYER
Tariqious Tisdale,2016,Ole Miss,201600743,tarigious-tisdale-1,Tarigious Tisdale,Ole Miss,2018,DL,94,1,2,PRIMARY_LAYER
Jachai Polite,2016,Florida,201600744,jachai-polite-1,Jachai Polite,Florida,2016,DL,100,1,0,PRIMARY_LAYER
Tyler Pritchett,2016,North Carolina,201600745,tyler-pritchett-1,Tyler Pritchett,North Carolina,2017,OL,100,1,1,PRIMARY_LAYER
Sam Noyer,2016,Colorado,201600746,sam-noyer-1,Sam Noyer,Colorado,2017,QB,100,1,1,PRIMARY_LAYER
Sam Heckel,2016,Syracuse,201600747,sam-heckel-1,Sam Heckel,Syracuse,2016,OL,100,1,0,PRIMARY_LAYER
Joe Goff,2016,Navy,201600749,joe-goff-1,Joe Goff,Navy,2017,DE,100,1,1,PRIMARY_LAYER
Luke Campbell,2016,Michigan State,201600750,luke-campbell-1,Luke Campbell,Michigan State,2017,T,100,1,1,PRIMARY_LAYER
Jordan Mack,2016,Virginia,201600751,jordan-mack-1,Jordan Mack,Virginia,2016,DB,100,1,0,PRIMARY_LAYER
Antone Williams,2016,Duke,201600752,antone-williams-1,Antone Williams,Duke,2017,CB,100,1,1,PRIMARY_LAYER
Isaiah Hayes,2016,Arizona,201600753,isaiah-hayes-1,Isaiah Hayes,Arizona,2016,S,100,1,0,PRIMARY_LAYER
Cole Blackman,2016,Virginia,201600755,cole-blackman-1,Cole Blackman,Virginia,2017,WR,100,1,1,PRIMARY_LAYER
Greg Eiland,2016,Mississippi State,201600756,greg-eiland-1,Greg Eiland,Mississippi State,2017,OL,100,1,1,PRIMARY_LAYER
Rodarius Williams,2016,Oklahoma State,201600757,rodarius-williams-1,Rodarius Williams,Oklahoma State,2017,CB,100,1,1,PRIMARY_LAYER
Rodjay Burns,2016,Ohio State,201600758,rodjay-burns-1,Rodjay Burns,Ohio State,2016,DB,100,1,0,PRIMARY_LAYER
Amandre Williams,2016,Washington,201600759,amandre-williams-1,Amandre Williams,Washington,2017,LB,100,1,1,PRIMARY_LAYER
Drue Chrisman,2016,Ohio State,201600760,drue-chrisman-1,Drue Chrisman,Ohio State,2017,P,100,1,1,PRIMARY_LAYER
Corey Sutton,2016,Kansas State,201600762,corey-sutton-1,Corey Sutton,Kansas State,2016,WR,100,1,0,PRIMARY_LAYER
Zach Sandwisch,2016,West Virginia,201600763,zach-sandwisch-1,Zach Sandwisch,West Virginia,2016,LB,100,1,0,PRIMARY_LAYER
Deon McIntosh,2016,Notre Dame,201600764,deon-mcintosh-1,Deon McIntosh,Notre Dame,2017,RB,100,1,1,PRIMARY_LAYER
Ben Skowronek,2016,Northwestern,201600765,ben-skowronek-1,Ben Skowronek,Northwestern,2016,WR,100,1,0,PRIMARY_LAYER
Cameron Dantzler,2016,Mississippi State,201600766,cameron-dantzler-1,Cameron Dantzler,Mississippi State,2017,DB,100,1,1,PRIMARY_LAYER
Davion Curtis,2016,Texas,201600769,davion-curtis-1,Davion Curtis,Texas,2017,WR,100,1,1,PRIMARY_LAYER
Jack Stoll,2016,Nebraska,201600770,jack-stoll-1,Jack Stoll,Nebraska,2017,TE,100,1,1,PRIMARY_LAYER
Bo Peek,2016,Stanford,201600771,bo-peek-1,Bo Peek,Stanford,2017,DT,100,1,1,PRIMARY_LAYER
Traveon Beck,2016,California,201600775,traveon-beck-1,Traveon Beck,California,2016,CB,100,1,0,PRIMARY_LAYER
Jordan Iosefa,2016,USC,201600776,jordan-iosefa-1,Jordan Iosefa,USC,2016,LB,100,1,0,PRIMARY_LAYER
Stefan Claiborne,2016,Western Michigan,201600777,stefan-claiborne-1,Stefan Claiborne,Western Michigan,2016,DB,100,1,0,PRIMARY_LAYER
Tope Imade,2016,Texas,201600778,tope-imade-1,Tope Imade,Texas,2017,DL,100,1,1,PRIMARY_LAYER
Korey Banks,2016,South Carolina,201600779,korey-banks-2,Korey Banks,South Carolina,2016,WR,100,1,0,PRIMARY_LAYER
Elijah Deveaux,2016,Duke,201600780,elijah-deveaux-1,Elijah Deveaux,Duke,2017,RB,100,1,1,PRIMARY_LAYER
Keon Howard,2016,Southern Miss,201600781,keon-howard-1,Keon Howard,Southern Mississippi,2016,QB,100,1,0,PRIMARY_LAYER
Steven Frank,2016,Florida Atlantic,201600782,steven-frank-2,Steven Frank,Florida Atlantic,2017,QB,100,1,1,PRIMARY_LAYER
Willie Baker,2016,Louisiana Tech,201600784,willie-baker-1,Willie Baker,Louisiana Tech,2017,DE,100,1,1,PRIMARY_LAYER
Kamal Martin,2016,Minnesota,201600786,kamal-martin-1,Kamal Martin,Minnesota,2016,LB,100,1,0,PRIMARY_LAYER
Nik Urban,2016,Northwestern,201600787,nik-urban-1,Nik Urban,Northwestern,2017,OL,100,1,1,PRIMARY_LAYER
Spencer Kanz,2016,Western Michigan,201600788,spencer-kanz-1,Spencer Kanz,Western Michigan,2017,OL,100,1,1,PRIMARY_LAYER
James Valdez,2016,NC State,201600792,james-valdez-1,James Valdez,North Carolina State,2017,CB,100,1,1,PRIMARY_LAYER
Jay Jones,2016,Georgia Tech,201600794,jay-jones-5,Jay Jones,Georgia Tech,2016,QB,100,1,0,PRIMARY_LAYER
Tyliek Raynor,2016,Temple,201600796,tyliek-raynor-1,Tyliek Raynor,Temple,2017,RB,100,1,1,PRIMARY_LAYER
Anthony Brown,2016,Boston College,201600798,anthony-brown-11,Anthony Brown,Boston College,2017,QB,100,1,1,PRIMARY_LAYER
Donte Coleman,2016,Fresno State,201600801,donte-coleman-1,Donte Coleman,Fresno State,2017,TE,100,1,1,PRIMARY_LAYER
Christian Colon,2016,Colorado State,201600802,christian-colon-1,Christian Colon,Colorado State,2017,DL,100,1,1,PRIMARY_LAYER
Phillip Howard,2016,Minnesota,201600803,phillip-howard-1,Phillip Howard,Minnesota,2017,WR,100,1,1,PRIMARY_LAYER
James Wiggins,2016,Cincinnati,201600804,james-wiggins-1,James Wiggins,Cincinnati,2017,S,100,1,1,PRIMARY_LAYER
Teton Saltes,2016,New Mexico,201600806,teton-saltes-1,Teton Saltes,New Mexico,2017,DL,100,1,1,PRIMARY_LAYER
Chandler Reeves,2016,Clemson,201600807,chandler-reeves-1,Chandler Reeves,Clemson,2017,T,100,1,1,PRIMARY_LAYER
Jon Randall Belton,2016,Louisiana Tech,201600808,jon-randall-belton-1,Jon Randall Belton,Louisiana Tech,2017,QB,100,1,1,PRIMARY_LAYER
Marshal Nathe,2016,Arizona State,201600812,marshal-nathe-1,Marshal Nathe,Arizona State,2017,OL,100,1,1,PRIMARY_LAYER
Eyioma Uwazurike,2016,Iowa State,201600814,eyioma-uwzurike-1,Eyioma Uwazurike,Iowa State,2017,DE,100,1,1,PRIMARY_LAYER
Bricen Garner,2016,Pittsburgh,201600815,bricen-garner-1,Bricen Garner,Pitt,2017,DB,100,1,1,PRIMARY_LAYER
JJ Molson,2016,UCLA,201600818,jj-molson-1,JJ Molson,UCLA,2016,K,100,1,0,PRIMARY_LAYER
Kelvin Lucky,2016,Troy,201600819,kelvin-lucky-1,Kelvin Lucky,Troy,2017,DE,100,1,1,PRIMARY_LAYER
Chris Hughes,2016,Kansas,201600820,chris-hughes-2,Chris Hughes,Kansas,2017,OL,100,1,1,PRIMARY_LAYER
Jake Burton,2016,UCLA,201600822,jake-burton-1,Jake Burton,UCLA,2017,OL,100,1,1,PRIMARY_LAYER
Riley Lees,2016,Northwestern,201600825,riley-lees-1,Riley Lees,Northwestern,2017,WR,100,1,1,PRIMARY_LAYER
Camryn Bynum,2016,California,201600826,camryn-bynum-1,Camryn Bynum,California,2017,CB,100,1,1,PRIMARY_LAYER
Greg Ross,2016,North Carolina,201600830,greg-ross-2,Greg Ross,North Carolina,2017,CB,100,1,1,PRIMARY_LAYER
Brandon Adams,2016,Georgia Tech,201600831,brandon-adams-1,Brandon Adams,Georgia Tech,2016,DT,100,1,0,PRIMARY_LAYER
Shaka Toney,2016,Penn State,201600832,shaka-toney-1,Shaka Toney,Penn State,2017,DE,100,1,1,PRIMARY_LAYER
Dylan Parham,2016,NC State,201600833,dylan-parham-1,Dylan Parham,North Carolina State,2017,TE,100,1,1,PRIMARY_LAYER
Barrington Wade,2016,Iowa,201600834,barrington-wade-1,Barrington Wade,Iowa,2017,LB,100,1,1,PRIMARY_LAYER
Giovanni LaFrance,2016,Arkansas,201600835,giovanni-lafrance-1,Giovanni LaFrance,Arkansas,2017,LB,100,1,1,PRIMARY_LAYER
Malik Antoine,2016,Stanford,201600837,malik-antoine-1,Malik Antoine,Stanford,2017,CB,100,1,1,PRIMARY_LAYER
Kevin McCrary,2016,Florida Atlantic,201600838,kevin-mccrary-1,Kevin McCrary,Florida Atlantic,2016,DT,100,1,0,PRIMARY_LAYER
Trey Sneed,2016,Rutgers,201600839,trey-sneed-1,Trey Sneed,Rutgers,2016,RB,100,1,0,PRIMARY_LAYER
Collin Hill,2016,Colorado State,201600840,collin-hill-1,Collin Hill,Colorado State,2016,QB,100,1,0,PRIMARY_LAYER
Dominique Ross,2016,North Carolina,201600841,dominique-ross-1,Dominique Ross,North Carolina,2016,LB,100,1,0,PRIMARY_LAYER
Bryce Morais,2016,Boston College,201600842,bryce-morais-1,Bryce Morais,Boston College,2017,DL,100,1,1,PRIMARY_LAYER
T.J. Brunson,2016,South Carolina,201600843,tj-brunson-1,T.J. Brunson,South Carolina,2016,LB,100,1,0,PRIMARY_LAYER
Sean McKeon,2016,Michigan,201600844,sean-mckeon-1,Sean McKeon,Michigan,2016,TE,100,1,0,PRIMARY_LAYER
Jalen Martin,2016,Iowa State,201600845,jalen-martin-1,Jalen Martin,Iowa State,2017,WR,100,1,1,PRIMARY_LAYER
Collin Miller,2016,Nebraska,201600846,collin-miller-1,Collin Miller,Nebraska,2017,LB,100,1,1,PRIMARY_LAYER
Keith Corbin,2016,Houston,201600847,keith-corbin-1,Keith Corbin,Houston,2016,WR,100,1,0,PRIMARY_LAYER
Madre Harper,2016,Oklahoma State,201600852,madre-harper-1,Madre Harper,Oklahoma State,2016,CB,100,1,0,PRIMARY_LAYER
Gunnar Hoak,2016,Kentucky,201600853,gunnar-hoak-1,Gunnar Hoak,Kentucky,2017,QB,100,1,1,PRIMARY_LAYER
Drew Jensen,2016,BYU,201600854,drew-jensen-1,Drew Jensen,BYU,2018,DB,100,1,2,PRIMARY_LAYER
Cole Kelley,2016,Arkansas,201600855,cole-kelley-1,Cole Kelley,Arkansas,2017,QB,100,1,1,PRIMARY_LAYER
Jahsen Wint,2016,Ohio State,201600857,jahsen-wint-1,Jahsen Wint,Ohio State,2017,S,100,1,1,PRIMARY_LAYER
Zander Zimmer,2016,Wake Forest,201600858,zander-zimmer-1,Zander Zimmer,Wake Forest,2017,DL,100,1,1,PRIMARY_LAYER
Nick McCloud,2016,NC State,201600859,nick-mccloud-1,Nick McCloud,North Carolina State,2016,CB,100,1,0,PRIMARY_LAYER
Jaylin Bannerman,2016,Kentucky,201600860,jaylin-bannerman-1,Jaylin Bannerman,Kentucky,2016,LB,100,1,0,PRIMARY_LAYER
Chauncey Golston,2016,Iowa,201600861,chauncey-golston-1,Chauncey Golston,Iowa,2017,DE,100,1,1,PRIMARY_LAYER
LD Brown,2016,Oklahoma State,201600862,ld-brown-2,LD Brown,Oklahoma State,2018,RB,100,1,2,PRIMARY_LAYER
Houston Miller,2016,Texas Tech,201600864,houston-miller-1,Houston Miller,Texas Tech,2017,DL,100,1,1,PRIMARY_LAYER
Lorenzo Harrison,2016,Maryland,201600865,lorenzo-harrison-1,Lorenzo Harrison,Maryland,2016,RB,100,1,0,PRIMARY_LAYER
Jacob Kizer,2016,Washington,201600867,jacob-kizer-1,Jacob Kizer,Washington,2017,TE,100,1,1,PRIMARY_LAYER
Kobay White,2016,Boston College,201600868,kobay-white-1,Kobay White,Boston College,2017,WR,100,1,1,PRIMARY_LAYER
Donovan Duvernay,2016,Texas,201600870,donovan-duvernay-1,Donovan Duvernay,Texas,2017,DB,100,1,1,PRIMARY_LAYER
Traveon Redd,2016,Wake Forest,201600871,traveon-redd-1,Traveon Redd,Wake Forest,2016,DB,100,1,0,PRIMARY_LAYER
Drew Wilson,2016,Georgia Southern,201600873,drew-wilson-1,Drew Wilson,Georgia Southern,2017,OL,100,1,1,PRIMARY_LAYER
Jake Curhan,2016,California,201600875,jake-curhan-1,Jake Curhan,California,2017,OL,100,1,1,PRIMARY_LAYER
Micario Stanley,2016,South Florida,201600876,micario-stanley-1,Mi'Cario Stanley,South Florida,2016,LB,100,1,0,PRIMARY_LAYER
Jacob Robertson,2016,Tulane,201600877,jacob-robertson-1,Jacob Robertson,Tulane,2017,WR,100,1,1,PRIMARY_LAYER
Rex Culpepper,2016,Syracuse,201600882,rex-culpepper-1,Rex Culpepper,Syracuse,2017,QB,100,1,1,PRIMARY_LAYER
Antwaine Richardson,2016,Maryland,201600883,antwaine-richardson-1,Antwaine Richardson,Maryland,2016,DB,100,1,0,PRIMARY_LAYER
Kevin Moore,2016,Texas Tech,201600884,kevin-moore-5,Kevin Moore,Texas Tech,2016,DB,100,1,0,PRIMARY_LAYER
Mackenzie Nworah,2016,Indiana,201600885,mackenzie-nworah-1,Mackenzie Nworah,Indiana,2017,OL,100,1,1,PRIMARY_LAYER
Jarett Cole,2016,Georgia Tech,201600886,jarett-cole-1,Jarett Cole,Georgia Tech,2017,DB,100,1,1,PRIMARY_LAYER
JaQuan Bailey,2016,Iowa State,201600887,jaquan-bailey-1,JaQuan Bailey,Iowa State,2016,DE,100,1,0,PRIMARY_LAYER
Christion Gainer,2016,South Florida,201600890,christion-gainer-1,Christion Gainer,South Florida,2017,OL,100,1,1,PRIMARY_LAYER
Jordyn Brooks,2016,Texas Tech,201600891,jordyn-brooks-1,Jordyn Brooks,Texas Tech,2016,LB,100,1,0,PRIMARY_LAYER
Kenneth Ruff,2016,Syracuse,201600892,kenneth-ruff-1,Kenneth Ruff,Syracuse,2016,DL,100,1,0,PRIMARY_LAYER
