year,school_id,school,conference,rank,overall_w,overall_l,overall_pct,conf_w,conf_l,conf_pct,offense_ppg,defense_ppg,srs,sos,ap_pre,ap_high,ap_post,notes
2020,arizona,Arizona,Pac-12 (South),106,0,5,.000,0,5,.000,17.4,39.8,-14.08,1.12,,,,
2020,florida,Florida,SEC (East),107,8,4,.667,8,2,.800,39.8,30.8,16.85,8.02,8,3,13,
2020,georgia,Georgia,SEC (East),108,8,2,.800,7,2,.778,32.3,20.0,19.33,8.53,4,3,7,
2020,missouri,Missouri,SEC (East),109,5,5,.500,5,5,.500,26.7,32.3,1.92,7.32,,,,
2020,kentucky,Kentucky,SEC (East),110,5,6,.455,4,6,.400,21.8,25.9,6.12,6.94,,23,,
2020,tennessee,Tennessee,SEC (East),111,3,7,.300,3,7,.300,21.5,30.1,1.49,8.89,25,14,,record adjusted to 0-7-0 by NCAA
2020,south-carolina,South Carolina,SEC (East),112,2,8,.200,2,8,.200,23.5,36.0,-3.38,7.42,,,,
2020,vanderbilt,Vanderbilt,SEC (East),113,0,9,.000,0,9,.000,14.8,37.3,-11.61,6.39,,,,
2020,texas-am,Texas A&M,SEC (West),115,9,1,.900,8,1,.889,32.6,21.7,16.24,6.44,13,4,4,
2020,auburn,Auburn,SEC (West),116,6,5,.545,6,4,.600,25.1,24.7,9.61,9.52,11,7,,
2020,louisiana-state,LSU,SEC (West),117,5,5,.500,5,5,.500,32.0,34.9,6.64,7.54,6,6,,
2020,mississippi,Ole Miss,SEC (West),118,5,5,.500,4,5,.444,39.2,38.3,8.07,7.57,,,,
2020,mississippi-state,Mississippi State,SEC (West),119,4,7,.364,3,7,.300,21.4,28.1,3.94,8.67,,16,,
2020,arkansas,Arkansas,SEC (West),120,3,7,.300,3,7,.300,25.7,34.9,3.99,11.39,,,,
2020,coastal-carolina,Coastal Carolina,Sun Belt (East),121,11,1,.917,8,0,1.000,37.2,20.3,10.90,-2.86,,9,14,
2020,appalachian-state,Appalachian State,Sun Belt (East),122,9,3,.750,6,2,.750,33.8,20.0,5.47,-5.95,,23,,
2020,georgia-southern,Georgia Southern,Sun Belt (East),123,8,5,.615,4,4,.500,27.2,20.8,-1.80,-6.18,,,,
2020,georgia-state,Georgia State,Sun Belt (East),124,6,4,.600,4,4,.500,33.3,31.7,0.34,-3.86,,,,
2020,troy,Troy,Sun Belt (East),125,5,6,.455,3,4,.429,27.4,25.7,-2.24,-4.33,,,,
2020,south-alabama,South Alabama,Sun Belt (West),127,4,7,.364,3,5,.375,19.9,27.3,-9.83,-3.64,,,,
2020,arkansas-state,Arkansas State,Sun Belt (West),128,4,7,.364,2,6,.250,32.9,37.2,-7.86,-3.77,,,,
2020,texas-state,Texas State,Sun Belt (West),129,2,10,.167,2,6,.250,27.7,38.2,-9.93,-0.84,,,,
2020,louisiana-monroe,Louisiana-Monroe,Sun Belt (West),130,0,10,.000,0,7,.000,16.3,42.0,-23.67,-2.87,,,,
2021,wake-forest,Wake Forest,ACC (Atlantic),1,11,3,.786,7,1,.875,41.0,28.9,11.28,0.99,,10,15,
2021,clemson,Clemson,ACC (Atlantic),2,10,3,.769,6,2,.750,26.3,14.8,11.43,2.66,3,3,14,
2021,north-carolina-state,North Carolina State,ACC (Atlantic),3,9,3,.750,6,2,.750,33.1,19.7,10.22,0.39,,18,20,
2021,louisville,Louisville,ACC (Atlantic),4,6,7,.462,4,4,.500,31.6,27.3,4.03,2.88,,,,
2021,florida-state,Florida State,ACC (Atlantic),5,5,7,.417,4,4,.500,27.6,26.5,0.64,2.22,,,,
2021,boston-college,Boston College,ACC (Atlantic),6,6,6,.500,2,6,.250,24.7,22.2,-1.00,-1.50,,,,
2021,syracuse,Syracuse,ACC (Atlantic),7,5,7,.417,2,6,.250,24.9,26.3,-0.17,1.74,,,,
2021,miami-fl,Miami (FL),ACC (Coastal),9,7,5,.583,5,3,.625,34.1,28.4,5.09,3.26,14,14,,
2021,virginia,Virginia,ACC (Coastal),10,6,6,.500,4,4,.500,34.6,31.8,2.24,2.57,,,,
2021,virginia-tech,Virginia Tech,ACC (Coastal),11,6,7,.462,4,4,.500,23.7,25.3,-0.33,0.67,,15,,
2021,north-carolina,North Carolina,ACC (Coastal),12,6,7,.462,3,5,.375,35.2,32.1,3.77,2.15,10,10,,
2021,georgia-tech,Georgia Tech,ACC (Coastal),13,3,9,.250,2,6,.250,24.0,33.5,-1.91,3.68,,,,
2021,duke,Duke,ACC (Coastal),14,3,9,.250,0,8,.000,22.8,39.8,-11.76,-0.76,,,,
2021,cincinnati,Cincinnati,American,15,13,1,.929,8,0,1.000,36.9,16.9,15.34,0.20,8,2,4,
2021,houston,Houston,American,16,12,2,.857,8,0,1.000,35.9,20.4,8.53,-3.26,,16,17,
2021,central-florida,UCF,American,17,9,4,.692,5,3,.625,31.9,24.5,3.07,-2.08,,,,
2021,east-carolina,East Carolina,American,18,7,5,.583,5,3,.625,29.7,26.3,1.92,-0.83,,,,
2021,tulsa,Tulsa,American,19,7,6,.538,5,3,.625,26.4,26.6,-0.44,-0.29,,,,
2021,southern-methodist,SMU,American,20,8,4,.667,4,4,.500,38.4,28.4,6.18,-1.82,,19,,
2021,memphis,Memphis,American,21,6,6,.500,3,5,.375,30.1,29.3,-1.36,-1.94,,,,
2021,navy,Navy,American,22,4,8,.333,3,5,.375,20.1,28.3,-1.53,4.30,,,,
2021,temple,Temple,American,23,3,9,.250,1,7,.125,16.3,37.5,-14.95,-1.61,,,,
2021,south-florida,South Florida,American,24,2,10,.167,1,7,.125,23.2,34.7,-8.33,1.59,,,,
2021,tulane,Tulane,American,25,2,10,.167,1,7,.125,27.6,34.0,-5.03,2.89,,,,
2021,baylor,Baylor,Big 12,26,12,2,.857,7,2,.778,31.6,18.3,13.50,3.28,,5,5,
2021,oklahoma-state,Oklahoma State,Big 12,27,12,2,.857,8,1,.889,31.1,18.1,14.57,4.42,,5,7,
2021,oklahoma,Oklahoma,Big 12,28,11,2,.846,7,2,.778,39.1,25.8,11.75,2.68,2,2,10,
2021,iowa-state,Iowa State,Big 12,29,7,6,.538,5,4,.556,31.3,20.5,9.08,3.16,7,7,,
2021,kansas-state,Kansas State,Big 12,30,8,5,.615,4,5,.444,27.5,21.0,9.12,2.43,,25,,
2021,west-virginia,West Virginia,Big 12,31,6,7,.462,4,5,.444,25.2,23.8,1.54,3.85,,,,
2021,texas-tech,Texas Tech,Big 12,32,7,6,.538,3,6,.333,30.3,30.2,2.57,2.26,,,,
2021,texas,Texas,Big 12,33,5,7,.417,3,6,.333,35.3,31.1,5.11,4.86,21,15,,
2021,texas-christian,Texas Christian,Big 12,34,5,7,.417,3,6,.333,28.7,34.9,-0.45,3.63,,,,
2021,kansas,Kansas,Big 12,35,2,10,.167,1,8,.111,20.8,42.2,-11.12,3.47,,,,
2021,michigan,Michigan,Big Ten (East),36,12,2,.857,8,1,.889,35.8,17.4,19.80,6.23,,2,3,
2021,ohio-state,Ohio State,Big Ten (East),37,11,2,.846,8,1,.889,45.7,22.8,19.53,5.53,4,2,6,
2021,michigan-state,Michigan State,Big Ten (East),38,11,2,.846,7,2,.778,31.8,25.3,14.41,5.26,,5,9,
2021,penn-state,Penn State,Big Ten (East),39,7,6,.538,4,5,.444,25.0,17.3,11.22,5.53,19,4,,
2021,maryland,Maryland,Big Ten (East),40,7,6,.538,3,6,.333,29.3,30.7,3.44,4.36,,,,
2021,rutgers,Rutgers,Big Ten (East),41,5,8,.385,2,7,.222,19.7,25.6,-1.32,4.06,,,,
2021,indiana,Indiana,Big Ten (East),42,2,10,.167,0,9,.000,17.3,33.3,-4.70,8.63,17,17,,
2021,minnesota,Minnesota,Big Ten (West),44,9,4,.692,6,3,.667,25.5,17.3,10.17,2.94,,,,
2021,purdue,Purdue,Big Ten (West),45,9,4,.692,6,3,.667,29.1,22.4,10.58,5.81,,25,,
2021,wisconsin,Wisconsin,Big Ten (West),46,9,4,.692,6,3,.667,25.4,16.2,13.87,6.80,12,12,,
2021,illinois,Illinois,Big Ten (West),47,5,7,.417,4,5,.444,20.2,21.9,2.20,4.61,,,,
2021,nebraska,Nebraska,Big Ten (West),48,3,9,.250,1,8,.111,27.9,22.7,7.10,6.60,,,,
2021,northwestern,Northwestern,Big Ten (West),49,3,9,.250,1,8,.111,16.6,29.0,-5.72,3.70,,,,
2021,western-kentucky,Western Kentucky,CUSA (East),50,9,5,.643,7,1,.875,44.2,29.4,8.39,-2.61,,,,
2021,marshall,Marshall,CUSA (East),51,7,6,.538,5,3,.625,33.0,23.8,2.37,-3.17,,,,
2021,old-dominion,Old Dominion,CUSA (East),52,6,7,.462,5,3,.625,27.6,27.8,-5.01,-4.39,,,,
2021,middle-tennessee-state,Middle Tennessee State,CUSA (East),53,7,6,.538,4,4,.500,29.8,25.7,-3.73,-5.50,,,,
2021,charlotte,Charlotte,CUSA (East),54,5,7,.417,3,5,.375,27.2,34.0,-11.35,-5.93,,,,
2021,florida-atlantic,Florida Atlantic,CUSA (East),55,5,7,.417,3,5,.375,25.4,25.8,-5.74,-3.90,,,,
2021,florida-international,Florida International,CUSA (East),56,1,11,.083,0,8,.000,20.3,39.7,-19.86,-4.86,,,,
2021,alabama-birmingham,UAB,CUSA (West),58,9,4,.692,6,2,.750,29.5,23.2,3.98,-2.09,,,,
2021,north-texas,North Texas,CUSA (West),59,6,7,.462,5,3,.625,27.5,27.5,-4.51,-4.13,,,,
2021,texas-el-paso,UTEP,CUSA (West),60,7,6,.538,4,4,.500,25.1,25.2,-5.30,-5.61,,,,
2021,rice,Rice,CUSA (West),61,4,8,.333,3,5,.375,21.5,36.2,-10.10,-1.52,,,,
2021,louisiana-tech,Louisiana Tech,CUSA (West),62,3,9,.250,2,6,.250,28.0,34.0,-9.73,-2.98,,,,
2021,southern-mississippi,Southern Mississippi,CUSA (West),63,3,9,.250,2,6,.250,17.7,27.9,-13.12,-4.62,,,,
2021,notre-dame,Notre Dame,Ind,64,11,2,.846,,,,35.2,19.7,16.31,3.85,9,5,8,
2021,liberty,Liberty,Ind,65,8,5,.615,,,,33.6,21.5,3.80,-3.51,,,,
2021,new-mexico-state,New Mexico State,Ind,66,2,10,.167,,,,22.6,40.4,-16.29,-2.87,,,,
2021,connecticut,Connecticut,Ind,67,1,11,.083,,,,15.6,38.5,-19.18,-2.59,,,,
2021,massachusetts,Massachusetts,Ind,68,1,11,.083,,,,16.3,43.1,-21.27,-4.02,,,,
2021,brigham-young,BYU,Ind,69,10,3,.769,,,,33.1,24.8,7.29,0.29,,10,19,
2021,army,Army,Ind,70,9,4,.692,,,,32.8,22.3,5.94,-1.53,,,,
2021,kent-state,Kent State,MAC (East),71,7,7,.500,6,2,.750,33.0,36.3,-7.88,-3.45,,,,
2021,miami-oh,Miami (OH),MAC (East),72,7,6,.538,5,3,.625,28.9,23.1,-0.49,-4.42,,,,
2021,ohio,Ohio,MAC (East),73,3,9,.250,3,5,.375,22.6,30.3,-12.73,-5.48,,,,
2021,bowling-green-state,Bowling Green,MAC (East),74,4,8,.333,2,6,.250,21.4,30.7,-12.00,-4.83,,,,
2021,buffalo,Buffalo,MAC (East),75,4,8,.333,2,6,.250,29.3,29.9,-9.41,-5.58,,,,
2021,akron,Akron,MAC (East),76,2,10,.167,1,7,.125,19.8,39.5,-16.82,-4.41,,,,
2021,central-michigan,Central Michigan,MAC (West),78,9,4,.692,6,2,.750,32.3,25.8,1.35,-4.57,,,,
2021,toledo,Toledo,MAC (West),79,7,6,.538,5,3,.625,33.4,21.8,0.28,-6.34,,,,
2021,western-michigan,Western Michigan,MAC (West),80,8,5,.615,4,4,.500,32.5,28.2,1.08,-2.62,,,,
2021,eastern-michigan,Eastern Michigan,MAC (West),81,7,6,.538,4,4,.500,30.2,30.0,-3.88,-4.80,,,,
2021,ball-state,Ball State,MAC (West),82,6,7,.462,4,4,.500,24.1,28.4,-5.56,-2.56,,,,
2021,utah-state,Utah State,MWC (Mountain),83,11,3,.786,6,2,.750,32.6,24.4,5.17,-3.04,,24,24,
2021,air-force,Air Force,MWC (Mountain),84,10,3,.769,6,2,.750,31.0,19.8,8.70,-1.84,,,,
2021,boise-state,Boise State,MWC (Mountain),85,7,5,.583,5,3,.625,29.2,19.0,8.85,2.02,,,,
2021,wyoming,Wyoming,MWC (Mountain),86,7,6,.538,2,6,.250,25.4,23.7,-3.14,-4.52,,,,
2021,colorado-state,Colorado State,MWC (Mountain),87,3,9,.250,2,6,.250,23.7,28.3,-6.57,-2.16,,,,
2021,new-mexico,New Mexico,MWC (Mountain),88,3,9,.250,1,7,.125,12.2,28.4,-14.33,-1.08,,,,
2021,fresno-state,Fresno State,MWC (West),90,10,3,.769,6,2,.750,33.4,20.5,4.88,-3.89,,18,,
2021,nevada,Nevada,MWC (West),91,8,5,.615,5,3,.625,35.7,26.5,3.47,-1.99,,,,
2021,hawaii,Hawaii,MWC (West),92,6,7,.462,3,5,.375,28.8,31.4,-5.19,-3.58,,,,
2021,san-jose-state,San Jose State,MWC (West),93,5,7,.417,3,5,.375,20.0,26.5,-9.11,-3.19,,,,
2021,nevada-las-vegas,Nevada-Las Vegas,MWC (West),94,2,10,.167,2,6,.250,20.8,32.8,-9.02,0.32,,,,
2021,oregon,Oregon,Pac-12 (North),95,10,4,.714,7,2,.778,31.4,27.0,6.22,1.93,11,3,22,
2021,washington-state,Washington State,Pac-12 (North),96,7,6,.538,6,3,.667,27.8,24.2,3.05,-0.02,,,,
2021,oregon-state,Oregon State,Pac-12 (North),97,7,6,.538,5,4,.556,31.2,25.8,4.16,0.09,,,,
2021,california,California,Pac-12 (North),98,5,7,.417,4,5,.444,23.8,22.3,-1.32,-2.07,,,,
2021,washington,Washington,Pac-12 (North),99,4,8,.333,3,6,.333,21.5,22.7,-4.65,-0.90,20,20,,
2021,stanford,Stanford,Pac-12 (North),100,3,9,.250,2,7,.222,20.4,32.4,-5.79,3.72,,,,
2021,ucla,UCLA,Pac-12 (South),102,8,4,.667,6,3,.667,36.5,26.8,7.25,-0.25,,13,,
2021,arizona-state,Arizona State,Pac-12 (South),103,8,5,.615,6,3,.667,28.4,20.8,6.49,-0.74,25,18,,record adjusted to 0-5-0 by NCAA
2021,colorado,Colorado,Pac-12 (South),104,4,8,.333,3,6,.333,18.8,26.7,-6.60,1.65,,,,
2021,southern-california,USC,Pac-12 (South),105,4,8,.333,3,6,.333,28.7,31.8,-1.70,1.80,15,14,,
2021,arizona,Arizona,Pac-12 (South),106,1,11,.083,1,8,.111,17.2,31.4,-12.40,1.44,,,,
2021,georgia,Georgia,SEC (East),107,14,1,.933,8,0,1.000,38.6,10.2,24.62,5.62,5,1,1,
2021,kentucky,Kentucky,SEC (East),108,10,3,.769,5,3,.625,32.3,21.7,8.73,0.50,,11,18,record adjusted to 0-3-0 by NCAA
2021,tennessee,Tennessee,SEC (East),109,7,6,.538,4,4,.500,39.3,29.1,7.97,3.50,,,,
2021,south-carolina,South Carolina,SEC (East),110,7,6,.538,3,5,.375,22.6,24.0,2.08,3.31,,,,
2021,missouri,Missouri,SEC (East),111,6,7,.462,3,5,.375,29.1,33.8,0.37,3.22,,,,
2021,florida,Florida,SEC (East),112,6,7,.462,2,6,.250,30.7,26.8,4.37,2.14,13,10,,
2021,vanderbilt,Vanderbilt,SEC (East),113,2,10,.167,0,8,.000,15.8,35.8,-12.61,1.30,,,,
2021,mississippi,Ole Miss,SEC (West),115,10,3,.769,6,2,.750,33.7,24.7,11.43,4.05,,8,11,
2021,arkansas,Arkansas,SEC (West),116,9,4,.692,4,4,.500,30.9,22.9,11.54,4.62,,8,21,
2021,texas-am,Texas A&M,SEC (West),117,8,4,.667,4,4,.500,29.3,15.9,10.77,1.27,6,5,,
2021,mississippi-state,Mississippi State,SEC (West),118,7,6,.538,4,4,.500,29.1,25.9,5.01,3.48,,,,
2021,auburn,Auburn,SEC (West),119,6,7,.462,3,5,.375,28.3,21.8,6.66,5.73,,12,,
2021,louisiana-state,LSU,SEC (West),120,6,7,.462,3,5,.375,26.5,26.6,4.74,5.28,16,16,,
2021,appalachian-state,Appalachian State,Sun Belt (East),121,10,4,.714,7,1,.875,34.5,22.1,7.28,-2.43,,,,
2021,coastal-carolina,Coastal Carolina,Sun Belt (East),122,11,2,.846,6,2,.750,40.9,21.6,3.98,-8.94,22,14,,
2021,georgia-state,Georgia State,Sun Belt (East),123,8,5,.615,6,2,.750,28.2,27.1,-0.83,-2.98,,,,
2021,troy,Troy,Sun Belt (East),124,5,7,.417,3,5,.375,22.8,26.1,-7.53,-4.03,,,,
2021,georgia-southern,Georgia Southern,Sun Belt (East),125,3,9,.250,2,6,.250,20.3,31.4,-12.01,-2.34,,,,
2021,texas-state,Texas State,Sun Belt (West),127,4,8,.333,3,5,.375,23.1,33.0,-12.12,-5.70,,,,
2021,south-alabama,South Alabama,Sun Belt (West),128,5,7,.417,2,6,.250,24.9,26.4,-6.56,-6.06,,,,
2021,louisiana-monroe,Louisiana-Monroe,Sun Belt (West),129,4,8,.333,2,6,.250,20.9,33.5,-9.82,-1.99,,,,
2021,arkansas-state,Arkansas State,Sun Belt (West),130,2,10,.167,1,7,.125,25.3,38.6,-14.30,-3.97,,,,
2022,clemson,Clemson,ACC (Atlantic),1,11,3,.786,8,0,1.000,33.2,20.9,13.59,3.30,4,4,13,
2022,florida-state,Florida State,ACC (Atlantic),2,10,3,.769,5,3,.625,36.1,20.6,14.77,3.38,,11,11,
2022,louisville,Louisville,ACC (Atlantic),3,8,5,.615,4,4,.500,26.9,19.2,10.44,4.59,,,,
2022,north-carolina-state,North Carolina State,ACC (Atlantic),4,8,5,.615,4,4,.500,24.3,19.2,6.75,3.36,13,10,,
2022,syracuse,Syracuse,ACC (Atlantic),5,7,6,.538,4,4,.500,27.7,23.1,6.41,3.80,,14,,
2022,wake-forest,Wake Forest,ACC (Atlantic),6,8,5,.615,3,5,.375,36.1,28.3,8.98,3.21,22,10,,
2022,boston-college,Boston College,ACC (Atlantic),7,3,9,.250,2,6,.250,17.8,30.3,-5.67,3.58,,,,
2022,duke,Duke,ACC (Coastal),9,9,4,.692,5,3,.625,32.8,22.1,7.39,-1.84,,,,
2022,pittsburgh,Pitt,ACC (Coastal),10,9,4,.692,5,3,.625,31.3,24.3,7.80,0.80,17,17,22,
2022,georgia-tech,Georgia Tech,ACC (Coastal),11,5,7,.417,4,4,.500,17.2,28.4,-3.29,4.55,,,,
2022,miami-fl,Miami (FL),ACC (Coastal),12,5,7,.417,3,5,.375,23.6,26.8,-2.91,0.68,16,13,,
2022,virginia,Virginia,ACC (Coastal),13,3,7,.300,1,6,.143,17.0,24.0,-5.85,1.45,,,,
2022,virginia-tech,Virginia Tech,ACC (Coastal),14,3,8,.273,1,6,.143,19.3,24.7,-6.78,-0.96,,,,
2022,tulane,Tulane,American,15,12,2,.857,7,1,.875,36.0,22.2,11.53,0.39,,9,9,
2022,cincinnati,Cincinnati,American,16,9,4,.692,6,2,.750,29.2,20.6,5.85,-1.00,23,20,,
2022,central-florida,UCF,American,17,9,5,.643,6,2,.750,32.9,23.6,5.74,0.74,,17,,
2022,houston,Houston,American,18,8,5,.615,5,3,.625,36.1,32.2,3.80,0.80,24,24,,
2022,southern-methodist,SMU,American,19,7,6,.538,5,3,.625,37.2,33.8,3.69,1.39,,,,
2022,east-carolina,East Carolina,American,20,8,5,.615,4,4,.500,32.5,27.2,4.41,-0.82,,,,
2022,navy,Navy,American,21,4,8,.333,4,4,.500,21.9,24.3,-2.56,0.94,,,,
2022,memphis,Memphis,American,22,7,6,.538,3,5,.375,35.3,26.0,4.14,-1.17,,,,
2022,tulsa,Tulsa,American,23,5,7,.417,3,5,.375,30.6,33.1,-4.42,-1.59,,,,
2022,temple,Temple,American,24,3,9,.250,1,7,.125,21.9,29.3,-7.72,-2.39,,,,
2022,south-florida,South Florida,American,25,1,11,.083,0,8,.000,28.0,41.2,-10.11,1.97,,,,
2022,kansas-state,Kansas State,Big 12,26,10,4,.714,7,2,.778,32.3,21.9,16.16,7.95,,11,14,
2022,texas-christian,Texas Christian,Big 12,27,13,2,.867,9,0,1.000,38.8,29.0,16.65,7.45,,2,2,
2022,texas,Texas,Big 12,28,8,5,.615,6,3,.667,34.5,21.6,15.92,8.16,,18,25,
2022,texas-tech,Texas Tech,Big 12,29,8,5,.615,5,4,.556,34.2,29.2,9.68,6.45,,,,
2022,oklahoma-state,Oklahoma State,Big 12,30,7,6,.538,4,5,.444,30.6,28.9,5.16,4.47,12,7,,
2022,baylor,Baylor,Big 12,31,6,7,.462,4,5,.444,32.2,26.8,6.19,4.96,10,9,,
2022,kansas,Kansas,Big 12,32,6,7,.462,3,6,.333,35.6,35.5,6.27,6.58,,19,,
2022,oklahoma,Oklahoma,Big 12,33,6,7,.462,3,6,.333,32.8,30.0,8.52,6.37,9,6,,
2022,west-virginia,West Virginia,Big 12,34,5,7,.417,3,6,.333,30.6,32.9,2.90,6.06,,,,
2022,iowa-state,Iowa State,Big 12,35,4,8,.333,1,8,.111,20.2,20.3,5.71,6.37,,,,
2022,michigan,Michigan,Big Ten (East),36,13,1,.929,9,0,1.000,40.4,16.1,20.59,2.73,8,2,3,
2022,ohio-state,Ohio State,Big Ten (East),37,11,2,.846,8,1,.889,44.2,21.0,19.82,5.20,2,2,4,
2022,penn-state,Penn State,Big Ten (East),38,11,2,.846,7,2,.778,35.8,18.2,17.56,4.02,,7,7,
2022,maryland,Maryland,Big Ten (East),39,8,5,.615,4,5,.444,28.2,23.2,6.68,3.06,,,,
2022,michigan-state,Michigan State,Big Ten (East),40,5,7,.417,3,6,.333,24.4,27.4,0.98,5.48,15,11,,record adjusted to 0-7-0 by NCAA
2022,indiana,Indiana,Big Ten (East),41,4,8,.333,2,7,.222,23.3,33.9,-3.05,5.03,,,,
2022,rutgers,Rutgers,Big Ten (East),42,4,8,.333,1,8,.111,17.4,29.3,-5.09,3.74,,,,
2022,minnesota,Minnesota,Big Ten (West),44,9,4,.692,5,4,.556,28.2,13.8,8.48,-0.21,,21,,
2022,illinois,Illinois,Big Ten (West),45,8,5,.615,5,4,.556,24.2,12.8,10.01,1.17,,14,,
2022,iowa,Iowa,Big Ten (West),46,8,5,.615,5,4,.556,17.7,13.3,7.91,2.29,,,,
2022,wisconsin,Wisconsin,Big Ten (West),47,7,6,.538,4,5,.444,26.3,20.2,4.37,2.29,18,18,,
2022,nebraska,Nebraska,Big Ten (West),48,4,8,.333,3,6,.333,22.6,27.6,-2.14,2.11,,,,
2022,northwestern,Northwestern,Big Ten (West),49,1,11,.083,1,8,.111,13.8,28.3,-7.43,4.74,,,,
2022,western-kentucky,Western Kentucky,CUSA (East),50,9,5,.643,6,2,.750,36.4,23.4,1.01,-5.49,,,,
2022,middle-tennessee-state,Middle Tennessee State,CUSA (East),51,8,5,.615,4,4,.500,28.8,27.7,-5.82,-6.97,,,,
2022,florida-atlantic,Florida Atlantic,CUSA (East),52,5,7,.417,4,4,.500,29.8,26.6,-6.44,-5.86,,,,
2022,florida-international,Florida International,CUSA (East),53,4,8,.333,2,6,.250,18.7,37.3,-17.44,-7.44,,,,
2022,charlotte,Charlotte,CUSA (East),54,3,9,.250,2,6,.250,24.4,39.4,-16.23,-5.81,,,,
2022,north-texas,North Texas,CUSA (West),56,7,7,.500,6,2,.750,33.8,31.7,-2.71,-4.21,,,,
2022,alabama-birmingham,UAB,CUSA (West),57,7,6,.538,4,4,.500,30.1,23.2,-0.98,-5.13,,,,
2022,texas-el-paso,UTEP,CUSA (West),58,5,7,.417,3,5,.375,24.4,27.0,-9.15,-6.48,,,,
2022,rice,Rice,CUSA (West),59,5,8,.385,3,5,.375,25.2,34.2,-9.45,-3.75,,,,
2022,louisiana-tech,Louisiana Tech,CUSA (West),60,3,9,.250,2,6,.250,29.0,37.9,-12.66,-4.50,,,,
2022,notre-dame,Notre Dame,Ind,61,9,4,.692,,,,31.8,23.0,10.80,3.80,5,5,18,
2022,liberty,Liberty,Ind,62,8,5,.615,,,,27.5,24.6,-2.15,-5.30,,19,,
2022,new-mexico-state,New Mexico State,Ind,63,7,6,.538,,,,25.5,23.9,-8.33,-9.56,,,,
2022,connecticut,Connecticut,Ind,64,6,7,.462,,,,19.4,26.2,-5.78,-3.09,,,,
2022,massachusetts,Massachusetts,Ind,65,1,11,.083,,,,12.5,31.1,-19.26,-4.34,,,,
2022,brigham-young,BYU,Ind,66,8,5,.615,,,,31.3,29.5,1.98,-0.10,25,12,,
2022,army,Army,Ind,67,6,6,.500,,,,28.6,22.5,-0.62,-4.62,,,,
2022,ohio,Ohio,MAC (East),68,10,4,.714,7,1,.875,31.8,28.3,-0.34,-5.91,,,,
2022,buffalo,Buffalo,MAC (East),69,7,6,.538,5,3,.625,28.5,26.7,-5.74,-7.28,,,,
2022,bowling-green-state,Bowling Green,MAC (East),70,6,7,.462,5,3,.625,23.5,32.5,-10.99,-4.60,,,,
2022,miami-oh,Miami (OH),MAC (East),71,6,7,.462,4,4,.500,20.2,22.6,-8.32,-6.32,,,,
2022,kent-state,Kent State,MAC (East),72,5,7,.417,4,4,.500,28.4,29.0,-5.38,-2.22,,,,
2022,akron,Akron,MAC (East),73,2,10,.167,1,7,.125,21.8,33.5,-13.49,-5.16,,,,
2022,eastern-michigan,Eastern Michigan,MAC (West),75,9,4,.692,5,3,.625,29.8,28.5,-6.78,-8.78,,,,
2022,western-michigan,Western Michigan,MAC (West),76,5,7,.417,4,4,.500,19.0,24.1,-11.72,-5.88,,,,
2022,ball-state,Ball State,MAC (West),77,5,7,.417,3,5,.375,23.3,26.9,-7.58,-5.50,,,,
2022,central-michigan,Central Michigan,MAC (West),78,4,8,.333,3,5,.375,24.8,28.2,-10.66,-5.16,,,,
2022,northern-illinois,Northern Illinois,MAC (West),79,3,9,.250,2,6,.250,27.3,32.8,-11.86,-6.44,,,,
2022,boise-state,Boise State,MWC (Mountain),80,10,4,.714,8,0,1.000,29.5,19.5,3.54,-4.82,,,,
2022,air-force,Air Force,MWC (Mountain),81,10,3,.769,5,3,.625,27.8,13.4,4.13,-7.41,,,,
2022,wyoming,Wyoming,MWC (Mountain),82,7,6,.538,5,3,.625,21.2,23.9,-5.59,-4.43,,,,
2022,utah-state,Utah State,MWC (Mountain),83,6,7,.462,5,3,.625,22.2,31.2,-9.52,-4.06,,,,
2022,colorado-state,Colorado State,MWC (Mountain),84,3,9,.250,3,5,.375,13.2,26.9,-14.63,-4.80,,,,
2022,new-mexico,New Mexico,MWC (Mountain),85,2,10,.167,0,8,.000,13.1,26.0,-16.09,-4.26,,,,
2022,san-jose-state,San Jose State,MWC (West),87,7,5,.583,5,3,.625,27.4,22.0,-3.92,-8.26,,,,
2022,san-diego-state,San Diego State,MWC (West),88,7,6,.538,5,3,.625,21.5,20.5,-3.36,-4.36,,,,
2022,nevada-las-vegas,Nevada-Las Vegas,MWC (West),89,5,7,.417,3,5,.375,26.3,28.5,-7.40,-5.48,,,,
2022,hawaii,Hawaii,MWC (West),90,3,10,.231,2,6,.250,19.8,34.7,-14.31,-4.77,,,,
2022,nevada,Nevada,MWC (West),91,2,10,.167,0,8,.000,18.8,30.9,-15.62,-5.04,,,,
2022,utah,Utah,Pac-12,92,10,4,.714,7,2,.778,38.6,21.4,14.80,3.09,7,7,10,
2022,southern-california,USC,Pac-12,93,11,3,.786,8,1,.889,41.4,29.2,12.13,3.49,14,4,12,
2022,washington,Washington,Pac-12,94,11,2,.846,7,2,.778,39.7,25.8,11.56,0.64,,8,8,
2022,oregon,Oregon,Pac-12,95,10,3,.769,7,2,.778,38.8,27.4,13.44,3.67,11,6,15,
2022,oregon-state,Oregon State,Pac-12,96,10,3,.769,6,3,.667,32.2,20.0,12.64,2.33,,16,17,
